depth	min	max	median	mean
0	-65	-65	-65	-65
1	-65	-64	-65	-65
2	-64	-63	-64	-64
3	-64	-62	-63	-63
4	-63	-61	-62	-62
5	-62	-58	-61	-61
6	-61	-56	-59	-59
7	-60	-54	-58	-58
8	-59	-52	-57	-57
9	-58	-49	-56	-55
10	-57	-48	-55	-54
11	-56	-47	-54	-53
12	-56	-45	-53	-52
13	-55	-43	-52	-51
14	-54	-41	-51	-50
15	-53	-38	-50	-48
16	-51	-32	-47	-45
17	-49	-25	-44	-42
18	-48	-22	-43	-40
19	-48	-20	-43	-40
20	-47	-18	-42	-39
21	-46	-15	-41	-38
22	-46	-12	-40	-36
23	-45	-9	-39	-35
24	-43	-2	-36	-32
25	-41	7	-33	-28
26	-34	15	-25	-20
27	-31	25	-19	-14
28	-23	33	-8	-3
29	-11	42	10	12
30	-6	49	16	18
