depth	min	max	median	mean
0	-67	-67	-67	-67
1	-65	-63	-64	-64
2	-62	-60	-61	-61
3	-60	-56	-58	-58
4	-57	-53	-55	-55
5	-55	-50	-53	-53
6	-53	-47	-51	-51
7	-47	-40	-44	-44
8	-42	-31	-37	-37
9	-37	-24	-31	-31
10	-33	-17	-26	-25
11	-26	-7	-18	-18
12	-21	4	-10	-10
13	-19	6	-8	-8
14	-17	9	-6	-5
15	-16	11	-4	-4
16	-14	13	-3	-2
17	-13	15	-1	0
18	-12	18	1	2
19	-10	21	3	4
20	-9	24	5	6
21	-7	27	8	8
22	-6	31	10	10
23	-4	34	13	13
24	-2	38	15	16
25	0	42	18	19
26	1	47	21	22
27	4	51	24	25
28	6	56	28	29
29	10	59	31	32
30	13	63	34	35
31	16	66	38	39
32	18	71	41	42
33	21	74	44	45
34	23	79	48	49
35	26	82	51	52
36	28	86	54	55
37	31	90	58	59
38	34	94	62	63
39	38	98	66	67
40	41	101	70	70
41	45	105	74	74
42	49	110	78	78
43	52	113	81	82
44	55	116	85	85
45	58	119	88	88
46	61	122	91	92
47	64	126	95	95
48	67	130	98	98
49	72	133	102	102
50	75	137	105	106
51	78	140	109	109
52	81	143	112	112
53	84	146	115	115
54	86	149	118	118
55	90	152	122	121
56	92	155	125	125
57	95	158	128	128
58	98	162	131	131
59	101	164	134	134
60	104	168	137	137
61	108	171	140	140
62	111	174	144	143
63	115	177	147	147
64	118	180	150	150
65	121	183	154	153
66	124	186	157	156
67	127	189	160	160
68	130	192	163	163
69	134	194	167	166
70	137	198	170	169
71	141	200	173	173
72	144	203	176	176
73	147	206	179	179
74	151	209	183	182
75	154	211	186	185
76	157	214	189	188
77	161	216	193	192
78	164	219	196	195
79	168	221	199	198
80	171	224	203	201
81	175	226	206	204
82	178	229	209	208
83	182	231	212	211
84	185	234	216	214
85	189	236	219	217
86	193	238	222	220
87	197	240	226	224
88	200	242	229	227
89	204	244	233	230
90	207	246	236	234
