depth	min	max	median	mean
0	-60	-60	-60	-60
1	-56	-54	-55	-55
2	-53	-47	-51	-50
3	-49	-40	-45	-45
4	-46	-30	-39	-39
5	-40	-19	-31	-31
6	-34	-6	-23	-23
7	-28	1	-16	-15
8	-23	11	-8	-8
9	-18	25	0	1
10	-13	40	8	10
11	-8	49	16	17
12	-4	59	23	24
13	-1	66	27	28
14	2	73	31	33
15	5	79	36	38
16	8	86	41	42
17	11	93	45	47
18	13	100	49	51
19	17	105	54	56
20	20	113	59	61
21	24	119	64	66
22	27	126	69	71
23	31	132	73	76
24	35	138	78	81
25	39	144	84	86
26	42	151	88	91
27	46	158	94	96
28	50	165	99	101
29	54	171	104	106
30	57	178	109	111
31	61	184	114	116
32	64	190	119	121
33	68	196	124	126
34	71	203	128	131
