depth	min	max	median	mean
0	-62	-62	-62	-62
1	-61	-61	-61	-61
2	-61	-60	-61	-61
3	-60	-60	-60	-60
4	-60	-59	-59	-59
5	-59	-58	-59	-59
6	-58	-58	-58	-58
7	-58	-57	-57	-57
8	-57	-56	-56	-56
9	-56	-55	-56	-56
10	-56	-55	-55	-55
11	-55	-54	-55	-55
12	-55	-54	-54	-54
13	-54	-53	-53	-53
14	-53	-52	-53	-53
15	-53	-51	-52	-52
16	-52	-50	-51	-51
17	-51	-50	-50	-50
18	-50	-49	-50	-50
19	-50	-48	-49	-49
20	-49	-47	-48	-48
21	-48	-46	-47	-47
22	-47	-45	-46	-46
23	-46	-44	-45	-45
24	-46	-43	-44	-44
25	-45	-42	-44	-44
26	-44	-42	-43	-43
27	-43	-41	-42	-42
28	-43	-40	-41	-41
29	-42	-39	-41	-41
30	-41	-38	-40	-40
31	-41	-38	-39	-39
32	-40	-37	-38	-38
33	-39	-36	-37	-37
34	-38	-35	-36	-36
35	-37	-34	-35	-35
36	-36	-33	-35	-35
37	-35	-32	-34	-34
38	-35	-31	-33	-33
39	-34	-30	-32	-32
40	-33	-29	-31	-31
41	-32	-28	-30	-30
42	-31	-26	-29	-29
43	-30	-25	-28	-28
44	-29	-24	-27	-27
45	-28	-23	-26	-26
46	-27	-22	-24	-24
47	-26	-21	-23	-23
48	-25	-19	-22	-22
49	-24	-18	-21	-21
50	-23	-17	-20	-20
51	-22	-15	-19	-19
52	-21	-14	-17	-17
53	-19	-12	-16	-16
54	-18	-10	-15	-14
55	-17	-8	-13	-13
56	-15	-6	-11	-11
57	-13	-4	-9	-9
58	-11	-1	-6	-6
59	-9	2	-4	-4
60	-7	5	-2	-2
61	-5	8	1	1
62	-3	11	3	3
63	-1	14	6	6
64	1	17	8	8
65	3	20	11	11
66	5	24	13	14
67	8	29	17	17
68	10	34	21	21
69	13	40	25	26
70	17	46	30	30
71	20	54	35	36
72	24	62	41	41
73	28	71	48	48
74	32	82	54	55
75	35	92	61	62
76	38	104	67	68
