labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.104377349,123.306021631473,66.6350503505326,2
2,4,0.137736225,87.84238547794249,47.47036439735038,2
3,6,0.179413599,86.62833893784185,46.814288957910144,2
4,8,0.17760277,59.66986842163263,32.24582736574377,2
5,10,0.16269172,31.949245775104973,17.265495818594022,2
6,12,0.189175102,27.906763092788673,15.08092256326366,2
7,14,0.208047342,38.996459513464146,21.073837342173505,2
8,16,0.208132224,34.46958806744788,18.62749852802196,2
9,18,0.239510506,34.50457293307727,18.64640448453468,2
10,20,0.239425623,25.286084292022736,13.664697617141169,2
11,22,0.357327605,22.297399609552937,12.04960087114893,2
12,24,0.344029325,21.769960940650662,11.764570977279174,2
