depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-58	-58
2	-57	-56	-57	-57
3	-56	-53	-55	-55
4	-54	-50	-53	-52
5	-52	-47	-50	-50
6	-50	-43	-47	-47
7	-47	-41	-44	-44
8	-46	-37	-42	-42
9	-44	-34	-39	-39
10	-42	-32	-37	-37
11	-39	-28	-34	-34
12	-37	-25	-31	-31
13	-34	-20	-28	-27
14	-31	-15	-24	-24
15	-29	-11	-21	-21
16	-26	-7	-18	-17
17	-24	-3	-15	-14
18	-22	1	-12	-11
19	-20	5	-8	-8
20	-17	9	-5	-5
21	-15	13	-2	-2
22	-13	18	1	2
23	-11	22	5	5
24	-8	27	8	8
25	-6	32	11	12
26	-4	37	14	15
27	-2	43	18	19
28	0	49	22	23
29	2	55	26	27
30	4	61	29	30
31	6	68	33	35
32	8	74	38	39
33	10	79	41	43
34	12	86	46	47
35	14	92	50	51
36	16	99	54	56
37	18	105	59	60
38	20	112	64	65
39	23	118	69	70
40	25	126	73	74
41	27	132	78	79
42	29	138	83	84
43	32	144	88	89
44	34	151	93	94
45	36	157	98	99
46	38	164	103	104
47	39	170	108	109
48	41	177	113	114
49	42	184	118	119
50	44	192	123	124
