depth	min	max	median	mean
0	-63	-63	-63	-63
1	-61	-61	-61	-61
2	-58	-57	-58	-58
3	-55	-54	-54	-54
4	-51	-50	-51	-51
5	-48	-46	-47	-47
6	-45	-44	-45	-45
7	-43	-42	-43	-43
8	-41	-39	-40	-40
9	-38	-36	-37	-37
10	-35	-33	-34	-34
11	-32	-29	-31	-31
12	-30	-27	-29	-29
13	-29	-26	-28	-28
14	-28	-24	-26	-26
15	-23	-19	-21	-21
16	-20	-16	-18	-18
17	-15	-11	-13	-13
18	-9	-4	-7	-7
19	-4	2	-1	-1
20	-1	6	2	3
21	3	10	6	6
22	5	13	8	8
23	6	15	10	10
24	9	17	12	13
25	15	25	19	20
26	25	36	30	30
27	32	46	38	38
28	41	56	48	48
29	47	64	54	54
30	58	76	67	67
31	66	96	80	80
32	75	108	91	91
33	81	123	101	101
34	85	132	108	108
35	87	139	112	112
36	89	144	115	116
37	92	149	119	119
38	94	155	123	123
39	96	160	126	127
40	98	165	130	130
41	101	172	134	135
42	105	178	139	140
