labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.189259985,92.47560034444386,49.9741716066761,2
2,4,0.177234945,97.9687786276915,52.94270636796006,2
3,6,0.163285898,70.2543200451526,37.96570590479809,2
4,8,0.198257544,42.66460232834481,23.056115887280093,2
5,10,0.245056171,44.45445629518267,24.023359884145037,2
6,12,0.190872755,32.41094881382915,17.515001924016264,2
7,14,0.209773289,34.37957081904636,18.57885285930045,2
8,16,0.195314946,26.51060971289352,14.326435884223535,2
9,18,0.152449215,40.94863559427195,22.12880083638562,2
10,20,0.125258477,26.963268545426843,14.571054465687627,2
11,22,0.128795254,36.163447659756,19.54286679411948,2
12,24,0.160739419,24.901384358533903,13.456804287207218,2
13,26,0.157259231,26.501441823376464,14.321481521318187,2
14,28,0.153213159,28.708375029750496,15.514116750167872,2
15,30,0.154316633,36.735252718753344,19.85187245655869,2
16,32,0.173584991,30.57123403634832,16.520812952495962,2
17,34,0.223694041,22.46265854739808,12.138907439461535,2
