depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-51	-55	-55
2	-56	-42	-51	-50
3	-53	-35	-46	-46
4	-51	-26	-41	-41
5	-48	-19	-37	-36
6	-45	-11	-32	-31
7	-42	-4	-27	-26
8	-39	3	-23	-22
9	-36	9	-18	-17
10	-34	17	-14	-12
11	-31	23	-9	-8
12	-28	30	-5	-3
13	-25	36	0	1
14	-22	43	4	6
15	-19	49	9	11
16	-16	56	14	15
17	-13	62	18	20
18	-11	69	23	25
19	-8	75	28	29
20	-5	82	32	34
21	-2	87	37	39
22	0	94	42	43
23	3	100	47	48
24	6	107	51	53
25	9	114	56	57
26	11	121	61	62
27	14	127	66	67
28	17	134	71	72
29	19	140	76	77
30	22	147	80	81
31	24	155	85	86
32	26	162	90	91
33	28	169	95	96
34	30	177	99	100
