depth	min	max	median	mean
0	-63	-63	-63	-63
1	-62	-58	-60	-60
2	-60	-53	-57	-57
3	-58	-48	-54	-54
4	-56	-41	-50	-50
5	-54	-36	-46	-46
6	-52	-28	-43	-42
7	-50	-23	-39	-38
8	-47	-16	-35	-35
9	-44	-11	-31	-30
10	-41	-5	-27	-26
11	-38	0	-23	-22
12	-36	7	-18	-17
13	-33	14	-14	-12
14	-30	22	-9	-7
15	-26	27	-4	-3
16	-23	34	1	2
17	-20	39	6	7
18	-17	46	11	12
19	-14	52	16	17
20	-11	59	21	22
21	-8	64	25	26
22	-6	69	29	30
23	-3	74	34	34
24	-1	80	38	39
25	2	85	42	43
26	5	90	47	47
27	7	95	51	51
28	10	101	55	56
29	13	106	60	60
30	16	111	65	64
31	19	116	69	69
32	22	122	74	74
33	26	127	79	78
34	29	133	84	83
35	31	137	88	87
36	34	142	93	92
37	36	147	98	97
38	39	152	103	101
39	42	157	107	106
40	45	163	112	110
41	47	167	117	115
42	50	172	121	119
43	53	176	126	124
44	55	181	131	128
45	56	185	136	133
46	58	190	140	137
47	61	194	145	142
48	63	199	150	146
49	65	203	154	150
50	67	208	159	155
51	69	212	164	159
52	72	216	168	164
53	74	220	173	168
54	76	225	178	172
55	77	229	182	177
56	79	234	187	181
