labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.68,42.36976453,4.910946598,2,18.3010721,1.362711119
2,8,0.74,35.33104454,4.283743302,2,18.40557832,1.383090701
3,14,0.8,30.60534972,3.700276832,2,19.43217373,1.359189882
4,20,0.88,25.70913738,3.412088922,2,18.7236527,1.371450973
5,22,1.01,17.229554920000002,2.725534872,2,14.72207374,1.198024954
6,26,1.02,15.6483385,2.439049527,2,18.1906412,1.257677273
7,28,0.99,20.6649421,2.882349907,2,17.34683037,1.254520056
8,32,0.9,27.97027193,3.543323624,2,18.77635257,1.365328742
9,38,0.87,23.87094555,3.302828181,2,16.72999653,1.301735621
10,44,0.86,18.35629591,2.990280689,2,17.32258649,1.351555861
11,50,0.74,20.55809265,3.128912084,2,18.22077641,1.399649757
12,56,0.6,16.41505542,2.522057292,2,19.17235821,1.303476417
