depth	min	max	median	mean
0	-59	-59	-59	-59
1	-58	-58	-58	-58
2	-58	-58	-58	-58
3	-56	-56	-56	-56
4	-55	-55	-55	-55
5	-53	-53	-53	-53
6	-52	-51	-51	-51
7	-49	-49	-49	-49
8	-47	-46	-47	-47
9	-45	-44	-45	-45
10	-43	-42	-42	-42
11	-41	-39	-40	-40
12	-38	-37	-37	-37
13	-36	-34	-35	-35
14	-33	-31	-32	-32
15	-30	-28	-29	-29
16	-27	-25	-25	-26
17	-24	-21	-23	-23
18	-21	-18	-20	-20
19	-19	-15	-17	-17
20	-16	-12	-14	-14
21	-13	-9	-11	-11
22	-10	-6	-7	-8
23	-8	-3	-5	-5
24	-5	0	-2	-2
25	-2	5	2	2
26	2	9	6	6
27	6	14	11	11
28	10	19	16	15
29	13	23	19	19
30	15	27	23	22
31	18	31	26	26
32	21	35	30	29
33	24	40	34	33
34	26	44	38	37
35	29	48	41	40
36	31	52	44	43
37	33	56	47	47
38	35	60	51	50
39	36	62	52	52
40	37	64	54	53
41	38	65	55	54
42	38	66	56	55
43	41	74	61	60
44	44	81	66	65
45	47	94	73	72
46	50	107	80	79
47	50	112	82	82
48	51	117	84	84
49	52	119	85	85
50	52	121	86	86
51	52	122	86	86
52	52	123	87	87
53	53	125	88	88
54	53	126	88	88
55	55	128	90	90
56	56	131	92	92
