depth	min	max	median	mean
0	-64	-64	-64	-64
1	-63	-62	-63	-63
2	-61	-61	-61	-61
3	-59	-59	-59	-59
4	-57	-56	-57	-57
5	-55	-54	-54	-54
6	-52	-51	-51	-51
7	-49	-47	-48	-48
8	-46	-44	-45	-45
9	-43	-41	-42	-42
10	-40	-38	-39	-39
11	-38	-35	-36	-36
12	-35	-32	-34	-34
13	-32	-29	-31	-31
14	-30	-26	-28	-28
15	-27	-23	-25	-25
16	-23	-19	-21	-21
17	-19	-14	-17	-17
18	-15	-9	-12	-12
19	-10	-4	-8	-8
20	-6	1	-3	-2
21	-1	6	2	2
22	4	12	8	8
23	10	19	14	14
24	17	27	22	22
25	23	34	28	28
26	30	43	36	36
27	38	53	45	45
28	47	66	56	56
29	56	81	68	69
30	65	97	81	81
31	68	105	86	86
32	71	111	90	90
33	73	117	94	94
34	76	122	97	98
35	78	128	101	101
36	80	134	105	105
37	83	140	109	110
38	85	147	114	114
39	88	154	118	119
40	91	162	123	124
