depth	min	max	median	mean
0	-63	-63	-63	-63
1	-63	-61	-63	-62
2	-63	-59	-62	-62
3	-62	-55	-60	-60
4	-61	-50	-59	-58
5	-60	-45	-55	-55
6	-59	-38	-53	-51
7	-57	-33	-49	-48
8	-56	-26	-46	-45
9	-53	-22	-42	-41
10	-52	-16	-39	-37
11	-49	-12	-35	-34
12	-47	-6	-31	-30
13	-45	0	-27	-26
14	-43	8	-23	-21
15	-40	12	-19	-17
16	-37	18	-15	-13
17	-35	23	-11	-10
18	-32	30	-7	-6
19	-29	34	-3	-2
20	-26	39	1	2
21	-23	44	5	6
22	-21	49	8	10
23	-17	53	13	14
24	-15	58	17	18
25	-10	62	23	24
26	-7	69	28	29
27	-2	74	33	34
28	1	79	37	38
29	5	84	42	42
30	8	89	46	47
31	12	93	50	51
32	15	98	55	55
33	19	102	59	59
34	22	107	63	64
35	26	111	68	68
36	29	117	72	72
37	33	121	76	76
38	36	126	80	80
39	40	130	85	85
40	43	135	89	89
41	47	139	93	93
42	50	144	97	97
43	54	148	102	102
44	57	152	106	106
45	62	156	111	110
46	65	161	115	114
47	70	165	119	119
48	74	170	124	123
49	79	173	128	128
50	82	178	133	132
51	85	182	137	136
52	89	186	142	141
53	93	190	146	145
54	96	195	150	149
55	101	199	155	153
56	105	203	159	158
57	109	207	164	162
58	112	212	168	166
59	117	215	172	170
60	121	219	177	175
61	125	223	181	179
62	128	227	186	183
63	132	231	191	188
64	136	235	195	192
65	140	238	199	196
66	143	243	204	201
