depth	min	max	median	mean
0	-62	-62	-62	-62
1	-61	-61	-61	-61
2	-60	-59	-60	-60
3	-59	-58	-59	-58
4	-58	-57	-57	-57
5	-57	-56	-56	-56
6	-56	-54	-55	-55
7	-55	-53	-54	-54
8	-54	-52	-53	-53
9	-53	-51	-52	-52
10	-52	-50	-51	-51
11	-51	-49	-50	-50
12	-50	-48	-49	-49
13	-49	-47	-48	-48
14	-48	-46	-47	-47
15	-47	-45	-46	-46
16	-46	-44	-45	-45
17	-45	-43	-44	-44
18	-44	-42	-43	-43
19	-43	-41	-42	-42
20	-42	-40	-41	-41
21	-41	-39	-40	-40
22	-41	-38	-39	-39
23	-40	-36	-38	-38
24	-38	-35	-37	-37
25	-38	-34	-36	-36
26	-37	-33	-35	-35
27	-36	-32	-34	-34
28	-35	-31	-33	-33
29	-34	-30	-32	-32
30	-33	-29	-31	-31
31	-32	-28	-30	-30
32	-31	-27	-29	-29
33	-30	-26	-28	-28
34	-29	-25	-27	-27
35	-28	-24	-26	-26
36	-27	-22	-25	-25
37	-26	-21	-24	-24
38	-25	-20	-22	-22
39	-23	-19	-21	-21
40	-22	-18	-20	-20
41	-21	-16	-19	-19
42	-20	-15	-18	-18
43	-19	-14	-16	-16
44	-17	-12	-15	-15
45	-16	-10	-13	-13
46	-14	-9	-12	-12
47	-13	-7	-10	-10
48	-11	-5	-8	-8
49	-10	-3	-6	-6
50	-8	0	-4	-4
51	-6	2	-2	-2
52	-5	4	0	0
53	-3	7	2	2
54	-1	10	4	4
55	1	13	7	7
56	3	16	9	9
57	5	19	11	12
58	7	22	14	14
59	9	25	16	17
60	11	29	19	19
61	13	32	22	22
62	15	36	25	25
63	18	40	28	28
64	20	45	31	31
65	23	50	35	35
66	25	55	38	39
67	28	61	43	43
68	31	67	47	48
69	34	74	52	52
70	36	82	56	57
71	39	90	61	62
72	41	98	65	66
73	43	107	70	71
74	45	117	74	76
