labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.5,141.67,5.03,2,30.41,3.05
2,4,0.5,126.33,5.29,2,25.06,3.13
3,6,0.53,119.06,5,2,26.34,3.07
4,8,0.53,112.44,4.65,2,29.35,2.9
5,10,0.51,100.45,4.93,2,31.95,3.18
6,12,0.52,88.03,4.2,2,25.13,2.98
7,14,0.51,95.77,4.34,2,25.6,3.07
8,16,0.52,82.42,4.73,2,28.08,3.17
9,18,0.48,88.87,4.82,2,33.92,3.24
10,20,0.51,77.12,4.6,2,28.42,3.26
11,22,0.53,77.77,4.84,2,31.48,3.31
12,24,0.48,86.9,4.88,2,32.01,3.39
13,26,0.46,74.77,4.94,2,30.58,3.56
14,28,0.46,70.83,5.28,2,34.26,3.81
15,30,0.49,63.72,4.82,2,30.73,3.35
16,32,0.54,60,4.4,2,29.54,3.23
17,34,0.57,68.4,4.47,2,26.6,3.28
18,36,0.55,70.97,4.41,2,23.74,3.6
19,38,0.53,63.49,4.8,2,29.54,3.64
20,40,0.53,56.03,4.58,2,30.46,3.3
21,42,0.52,61.16,4.5,2,28.61,3.44
22,44,0.52,60.38,5.27,2,25.87,4.13
23,46,0.55,64.75,4.81,2,32.12,3.75
24,48,0.55,63.84,4.46,2,33.85,3.41
25,50,0.57,61.7,4.51,2,32.45,3.51
26,52,0.55,56.12,4.49,2,29.54,3.5
27,54,0.49,64.98,4.64,2,31.32,3.55
28,56,0.48,63.42,4.75,2,29.9,3.7
29,58,0.49,56.33,4.93,2,31.37,3.85
30,60,0.51,47.24,4.47,2,35.07,3.48
31,62,0.49,50.79,4.93,2,34.11,3.71
32,64,0.55,47.65,4.21,2,35.92,3.22
33,66,0.52,56.2,4.06,2,33.69,3.16
34,68,0.49,54.46,4.31,2,29,3.31
35,70,0.51,48.74,4.36,2,28.55,3.33
36,72,0.54,42.39,4.13,2,35.38,3.22
37,74,0.53,54.62,4.03,2,35.02,3.19
