labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.17,393.23,8.18,2,90.98,5.8
2,4,0.18,336.21,7.79,2,108.84,5.87
3,6,0.17,345.26,8.29,2,107.47,5.79
4,8,0.16,186.99,6.81,2,108.57,5.93
5,10,0.14,131.31,6,2,125.59,6.69
6,12,0.14,106.08,6.08,2,115.86,6.65
7,14,0.13,102.87,6.27,2,132.64,7.25
8,16,0.12,69.97,6.19,2,101.8,7.97
9,18,0.1,59.01,6.24,2,102.77,8.35
10,20,0.09,64.37,6.7,2,78.19,8.97
11,22,0.11,72,7.01,2,79.99,8.27
12,24,0.13,79.33,5.56,2,53.51,6.33
13,26,0.18,50.98,4.25,2,39.35,4.6
14,28,0.24,33.84,3.86,2,45.16,4.16
15,30,0.25,30.68,3.8,2,30.04,4.35
16,32,0.28,28.73,3.56,2,34.56,3.91
17,34,0.31,25.25,3.52,2,42.3,4.15
18,36,0.29,16.27,3.4,2,42.25,4
19,38,0.25,21.87,3.37,2,40.74,4.33
20,40,0.28,26.84,3.54,2,46.54,4.22
21,42,0.37,17.35,3.78,2,49.4,4
