depth	min	max	median	mean
0	-62	-62	-62	-62
1	-58	-57	-57	-57
2	-53	-51	-52	-52
3	-47	-45	-46	-46
4	-42	-39	-40	-40
5	-33	-29	-31	-31
6	-25	-18	-22	-22
7	-19	-11	-15	-15
8	-13	-3	-8	-8
9	-8	3	-3	-3
10	-3	10	3	3
11	1	17	8	8
12	5	24	13	13
13	10	33	20	20
14	15	42	26	27
15	18	48	30	31
16	20	54	34	35
17	23	59	37	38
18	25	64	40	41
19	27	70	43	45
20	30	77	47	49
21	34	84	53	54
22	37	92	58	60
23	43	100	67	68
24	49	110	75	76
25	53	118	81	82
26	56	128	87	88
27	60	134	92	93
28	63	141	97	99
29	66	148	102	104
30	69	155	107	109
31	73	161	112	113
32	76	168	117	118
33	79	174	122	123
34	83	180	127	128
35	86	186	132	133
36	89	193	136	137
37	93	199	141	142
38	96	205	146	147
39	100	212	151	152
40	103	219	155	157
41	106	225	160	161
42	109	231	165	166
