depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-64	-64	-64
2	-64	-63	-63	-63
3	-63	-62	-62	-62
4	-61	-60	-61	-61
5	-60	-58	-59	-59
6	-58	-56	-57	-57
7	-56	-54	-55	-55
8	-54	-52	-53	-53
9	-52	-49	-51	-51
10	-50	-47	-48	-48
11	-48	-45	-46	-46
12	-46	-42	-44	-44
13	-43	-40	-41	-41
14	-41	-37	-39	-39
15	-38	-34	-36	-36
16	-36	-31	-33	-33
17	-33	-27	-30	-30
18	-30	-23	-26	-27
19	-27	-19	-23	-23
20	-23	-15	-19	-19
21	-20	-11	-15	-15
22	-17	-7	-11	-12
23	-14	-3	-8	-8
24	-11	2	-4	-5
25	-8	6	-1	-1
26	-5	10	2	2
27	-2	15	6	6
28	1	19	10	10
29	4	24	14	14
30	7	30	18	18
31	11	36	22	23
32	15	41	27	27
33	18	47	31	32
34	22	53	36	36
35	26	59	41	42
36	30	66	47	47
37	34	72	52	52
38	38	78	57	57
39	42	83	62	62
40	46	88	66	66
41	50	93	70	71
42	54	98	75	75
43	57	103	79	79
44	61	108	83	83
45	64	112	87	88
46	68	117	91	92
47	71	121	96	96
48	75	126	100	100
49	79	130	104	104
50	82	135	108	108
51	86	139	112	112
52	90	143	116	116
53	93	147	120	120
54	97	152	124	124
55	101	156	128	128
56	105	161	132	132
57	108	165	136	136
58	112	169	140	140
59	116	173	144	144
60	120	177	147	148
61	123	181	151	152
62	127	185	155	156
63	131	189	159	160
64	135	193	163	164
65	139	197	167	167
66	143	200	171	171
67	146	204	175	175
68	150	208	180	179
69	154	212	184	183
70	158	216	188	187
71	162	219	192	191
72	166	223	196	195
73	169	227	200	199
74	173	230	204	203
75	177	234	207	207
76	181	238	212	211
77	185	241	216	215
78	188	245	220	219
79	193	248	223	223
80	197	252	227	227
81	200	255	231	231
82	204	259	235	234
83	209	262	239	238
84	213	265	243	242
85	217	269	247	246
86	221	272	251	250
87	225	275	255	254
88	229	278	259	258
89	233	281	263	262
90	237	284	267	265
91	241	286	271	269
92	244	289	275	273
93	248	291	278	276
94	252	294	282	280
95	255	296	286	283
