depth	min	max	median	mean
0	-67	-67	-67	-67
1	-66	-66	-66	-66
2	-65	-65	-65	-65
3	-63	-62	-63	-63
4	-61	-60	-61	-61
5	-60	-58	-59	-59
6	-58	-56	-57	-57
7	-56	-54	-55	-55
8	-54	-52	-53	-53
9	-53	-50	-51	-51
10	-51	-48	-49	-49
11	-48	-44	-46	-46
12	-45	-41	-43	-43
13	-42	-37	-39	-39
14	-40	-33	-36	-36
15	-37	-29	-32	-33
16	-34	-25	-29	-29
17	-32	-22	-26	-26
18	-29	-19	-23	-23
19	-27	-15	-20	-20
20	-25	-11	-16	-17
21	-22	-7	-14	-14
22	-20	-4	-11	-11
23	-18	1	-7	-7
24	-16	6	-3	-4
25	-12	15	3	2
26	-9	24	9	8
27	-5	38	16	16
28	-2	52	23	24
29	2	61	30	30
30	6	73	36	37
