labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.0578,315.06000063012004,10.74333335482,2,85.16833350367,3.71333334076
2,4,0.0717,437.29166754125,8.615000017229999,2,15.55666669778,1.6216666699099995
3,6,0.0555,417.68166750202994,16.12333336558,2,19.93166670653,3.4650000069299995
4,8,0.0754,332.40666733148,10.33833335401,2,7.28166668123,2.105000004209999
5,10,0.0564,362.0500007241,12.78000002556,2,10.00166668667,2.34166667135
6,12,0.0955,311.32333395598,7.378333348089999,2,14.05166669477,2.09000000418
7,14,0.069,347.80666736228,9.53000001906,2,23.296666713259995,2.1483333376299996
8,16,0.0744,283.80833390095,8.8833333511,2,33.418333400170006,2.20500000441
9,18,0.0687,214.12166709491,9.613333352559998,2,13.64666669396,3.3750000067499997
10,20,0.0836,161.04666698876,6.61833334657,2,15.10166669687,1.67666667002
11,22,0.0902,116.87666690042,5.76166667819,2,13.4833333603,1.61000000322
12,24,0.0789,131.64166692995,6.12166667891,2,7.2000000144,1.4783333362899995
13,26,0.0851,152.86333363906,6.55833334645,2,9.45500001891,1.57833333649
14,28,0.1076,101.07666686882,4.9633333432599995,2,NA,NA
15,30,0.0774,188.46000037692,6.93500001387,2,6.8816666804299995,1.65666666998
