labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.12,223.1833337797,8.500000017,2
2,4,0.24,187.2166670411,7.2333333478,2
3,6,0.39,218.2166671031,10.7833333549,2
4,8,0.25,191.23333371579997,7.3500000147,2
5,10,0.36,284.8833339031,13.8666666944,2
6,12,0.31,143.1000002862,6.6000000132,2
7,14,0.27,109.5333335524,6.3666666794,2
8,16,0.2,130.46666692760002,5.983333345299999,2
9,18,0.23,131.55000026309995,6.0666666788,2
10,20,0.21,161.1500003223,7.4500000149,2
11,22,0.23,188.3000003766,6.7666666802,2
12,24,0.2,191.4833337163,8.150000016299998,2
13,26,0.19,187.9500003759,8.7166666841,2
14,28,0.18,195.4500003909,9.0500000181,2
15,30,0.16,192.4333337182,9.166666685,2
16,32,0.16,177.6000003552,8.4666666836,2
17,34,0.15,135.30000027059998,7.6500000153,2
18,36,0.2,113.166666893,6.466666679599999,2
19,38,0.18,124.5166669157,6.9333333472,2
20,40,0.15,138.500000277,7.5833333485,2
21,42,0.13,134.11666693490002,6.966666680599999,2
22,44,0.14,136.68333360670002,8.3500000167,2
23,46,0.29,84.8500001697,5.5666666778,2
24,48,0.21,92.333333518,5.950000011899999,2
