depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-63	-64	-64
2	-63	-59	-62	-62
3	-60	-55	-58	-58
4	-58	-50	-55	-54
5	-55	-44	-51	-50
6	-52	-38	-47	-46
7	-50	-34	-44	-44
8	-48	-31	-41	-41
9	-46	-27	-39	-38
10	-45	-22	-36	-36
11	-42	-18	-33	-32
12	-40	-13	-30	-29
13	-37	-6	-26	-24
14	-35	1	-21	-20
15	-31	8	-16	-15
16	-28	16	-12	-10
17	-25	23	-7	-5
18	-22	31	-2	0
19	-19	37	4	5
20	-16	45	9	10
21	-13	51	13	15
22	-10	57	18	19
23	-6	63	23	24
24	-3	70	28	30
25	0	76	33	35
26	4	83	39	40
27	7	88	44	45
28	10	94	49	50
29	14	100	54	55
30	17	106	59	60
31	21	112	64	65
32	25	119	69	70
33	29	124	74	74
34	33	129	79	79
35	36	134	84	84
36	40	140	89	89
37	44	145	94	94
38	48	150	99	99
39	52	155	104	104
40	55	161	109	108
41	59	167	114	113
42	62	172	119	118
43	66	176	123	123
44	69	182	128	128
45	73	187	133	132
46	77	193	138	137
47	80	197	143	142
48	84	203	148	147
49	87	208	153	152
50	90	214	158	157
