depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-63	-64	-64
2	-62	-61	-61	-61
3	-60	-59	-59	-59
4	-59	-57	-57	-57
5	-56	-55	-55	-55
6	-54	-52	-53	-53
7	-51	-49	-50	-50
8	-48	-46	-47	-47
9	-46	-44	-45	-45
10	-43	-40	-42	-42
11	-40	-38	-39	-39
12	-38	-36	-37	-37
13	-36	-33	-34	-34
14	-33	-30	-32	-32
15	-31	-28	-30	-30
16	-29	-25	-27	-27
17	-26	-22	-25	-25
18	-24	-20	-22	-22
19	-21	-16	-19	-18
20	-18	-12	-16	-15
21	-15	-9	-12	-12
22	-11	-3	-7	-7
23	-7	1	-4	-4
24	-3	7	1	1
25	6	16	11	11
26	12	25	18	18
27	21	36	28	28
28	29	47	38	38
29	38	58	48	48
30	41	61	52	51
31	44	68	56	56
32	48	74	61	61
33	53	84	69	68
34	58	93	76	76
35	62	106	84	84
36	65	116	90	90
37	67	120	93	93
38	69	124	96	96
39	71	129	99	99
40	74	134	104	104
41	78	139	108	108
42	82	145	113	113
43	86	150	117	118
44	90	156	122	123
45	95	161	127	127
46	99	166	132	132
47	103	171	137	137
48	107	177	142	142
49	112	182	147	147
50	116	187	152	152
51	121	192	156	156
52	125	198	161	161
53	129	202	166	166
54	134	207	171	171
55	138	212	176	176
56	142	218	181	181
57	146	222	186	186
58	150	228	191	190
59	155	233	196	195
60	159	237	201	200
61	163	242	206	205
62	168	247	211	210
63	172	252	216	215
64	177	256	221	220
65	182	261	226	225
66	187	265	231	229
67	191	270	236	234
68	195	275	241	239
69	200	280	246	244
70	204	284	251	249
71	208	288	256	254
72	213	293	260	259
