depth	min	max	median	mean
0	-57	-57	-57	-57
1	-56	-54	-55	-55
2	-55	-51	-54	-54
3	-54	-50	-52	-52
4	-52	-48	-50	-50
5	-51	-46	-48	-48
6	-49	-43	-46	-46
7	-47	-40	-44	-44
8	-45	-37	-41	-41
9	-41	-33	-37	-37
10	-37	-28	-33	-33
11	-31	-20	-26	-26
12	-25	-12	-19	-19
13	-14	-1	-9	-8
14	-5	11	2	2
15	10	25	17	17
16	23	43	33	33
17	29	52	40	40
18	34	61	47	47
19	40	70	54	54
20	44	80	61	61
21	49	91	70	70
22	54	105	79	78
23	58	117	87	87
24	62	131	96	96
25	63	139	100	100
26	65	148	104	105
27	67	153	108	108
28	69	160	111	112
29	72	166	115	116
30	74	173	119	120
31	77	178	124	125
32	81	186	128	130
33	84	193	133	134
34	88	200	138	139
