labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.05,1211.8833357570998,26.8666667204,2
2,4,0.06,1850.6333370345997,44.833333423,2
3,6,0.08,1291.3166692492998,27.8500000557,2
4,8,0.08,1025.3166687172998,23.23333337979999,2
5,10,0.09,1287.6000025751998,49.0666667648,2
6,12,0.07,1423.0500028461,32.2666667312,2
7,14,0.08,1855.6000037112,42.816666752299994,2
8,16,0.05,1255.8833358450995,57.7166667821,2
9,18,0.07,1162.3666689914,27.416666721499997,2
10,20,0.08,1100.2500022005,24.8833333831,2
11,22,0.06,1781.6333368965998,74.8500001497,2
12,24,0.07,1238.1166691429,28.3833333901,2
13,26,0.06,1417.1166695009,61.45000012289999,2
14,28,0.07,1422.2666695111998,30.8666667284,2
15,30,0.09,1613.6500032273,38.8000000776,2
16,32,0.08,1822.7500036455,44.5833334225,2
17,34,0.08,1501.6500030033,35.2666667372,2
18,36,0.09,1393.5166694537,34.050000068100005,2
19,38,0.08,1095.0666688568,51.0500001021,2
20,40,0.07,1539.4333364122,39.18333341169999,2
