iteration,logOdds,memory,depth_code,accretion
1,-59.0163,0.0340902,accRate[2],2.52435
1,-59.0163,0.0340902,accRate[4],5.83673
1,-59.0163,0.0340902,accRate[6],3.83446
1,-59.0163,0.0340902,accRate[8],1.15279
1,-59.0163,0.0340902,accRate[10],2.39854
1,-59.0163,0.0340902,accRate[12],2.39094
1,-59.0163,0.0340902,accRate[14],1.27133
1,-59.0163,0.0340902,accRate[16],11.203
1,-59.0163,0.0340902,accRate[18],6.72927
1,-59.0163,0.0340902,accRate[20],1.03474
2,-59.0133,0.178464,accRate[2],3.30623
2,-59.0133,0.178464,accRate[4],5.33728
2,-59.0133,0.178464,accRate[6],4.72447
2,-59.0133,0.178464,accRate[8],4.09995
2,-59.0133,0.178464,accRate[10],4.98766
2,-59.0133,0.178464,accRate[12],4.02088
2,-59.0133,0.178464,accRate[14],5.71874
2,-59.0133,0.178464,accRate[16],5.48416
2,-59.0133,0.178464,accRate[18],3.18956
2,-59.0133,0.178464,accRate[20],4.20113
3,-59.0193,0.180383,accRate[2],2.9404
3,-59.0193,0.180383,accRate[4],5.66562
3,-59.0193,0.180383,accRate[6],3.89234
3,-59.0193,0.180383,accRate[8],5.13535
3,-59.0193,0.180383,accRate[10],3.03299
3,-59.0193,0.180383,accRate[12],4.12679
3,-59.0193,0.180383,accRate[14],6.99381
3,-59.0193,0.180383,accRate[16],1.91216
3,-59.0193,0.180383,accRate[18],6.93652
3,-59.0193,0.180383,accRate[20],16.742
4,-58.9984,0.60212,accRate[2],2.68827
4,-58.9984,0.60212,accRate[4],2.73965
4,-58.9984,0.60212,accRate[6],3.65712
4,-58.9984,0.60212,accRate[8],5.61824
4,-58.9984,0.60212,accRate[10],6.18684
4,-58.9984,0.60212,accRate[12],6.01589
4,-58.9984,0.60212,accRate[14],5.87889
4,-58.9984,0.60212,accRate[16],6.38092
4,-58.9984,0.60212,accRate[18],6.95586
4,-58.9984,0.60212,accRate[20],4.54974
5,-59.0048,0.772441,accRate[2],3.80933
5,-59.0048,0.772441,accRate[4],3.79263
5,-59.0048,0.772441,accRate[6],4.30501
5,-59.0048,0.772441,accRate[8],4.47194
5,-59.0048,0.772441,accRate[10],4.77904
5,-59.0048,0.772441,accRate[12],3.42308
5,-59.0048,0.772441,accRate[14],3.26786
5,-59.0048,0.772441,accRate[16],2.90863
5,-59.0048,0.772441,accRate[18],1.86112
5,-59.0048,0.772441,accRate[20],0.560377
6,-59.0125,0.903347,accRate[2],4.53782
6,-59.0125,0.903347,accRate[4],3.82326
6,-59.0125,0.903347,accRate[6],4.12314
6,-59.0125,0.903347,accRate[8],4.42941
6,-59.0125,0.903347,accRate[10],4.37624
6,-59.0125,0.903347,accRate[12],4.16067
6,-59.0125,0.903347,accRate[14],4.38633
6,-59.0125,0.903347,accRate[16],4.29818
6,-59.0125,0.903347,accRate[18],4.41326
6,-59.0125,0.903347,accRate[20],3.70611
7,-59.0095,0.903296,accRate[2],4.10682
7,-59.0095,0.903296,accRate[4],4.0167
7,-59.0095,0.903296,accRate[6],4.276
7,-59.0095,0.903296,accRate[8],4.59424
7,-59.0095,0.903296,accRate[10],4.21279
7,-59.0095,0.903296,accRate[12],3.68184
7,-59.0095,0.903296,accRate[14],3.66529
7,-59.0095,0.903296,accRate[16],2.87624
7,-59.0095,0.903296,accRate[18],2.60415
7,-59.0095,0.903296,accRate[20],2.62984
8,-58.9814,0.399987,accRate[2],4.52716
8,-58.9814,0.399987,accRate[4],4.58401
8,-58.9814,0.399987,accRate[6],2.9134
8,-58.9814,0.399987,accRate[8],5.62305
8,-58.9814,0.399987,accRate[10],3.33026
8,-58.9814,0.399987,accRate[12],4.47648
8,-58.9814,0.399987,accRate[14],4.57318
