labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.240132978,38.40073484885427,20.751905432473475,2
2,4,0.275557332,64.52085095423263,34.867317062941574,2
3,6,0.300824063,37.98015873539843,20.524624476316117,2
4,8,0.301899244,27.785132086010115,15.015192697409272,2
5,10,0.205133038,48.15531026411169,26.023315663243896,2
6,12,0.429053433,28.71309528079132,15.516667592061976,2
7,14,0.332824817,20.733294981672852,11.2043526889978,2
8,16,0.436325045,28.922471508581893,15.629815314261036,2
9,18,0.309142562,19.96325816146675,10.788221817145065,2
