labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.46074295,131.60731680272167,71.1211023242474,2
2,4,0.381575745,79.60503028922356,43.01886583715837,2
3,6,0.386753586,72.55798645848853,39.21061613231523,2
4,8,0.442945891,57.85622012965884,31.265724823671455,2
5,10,0.386272584,35.528795847781296,19.19989850363011,2
6,12,0.445266016,34.2929752168289,18.53205626139268,2
7,14,0.391846544,50.301059331572674,27.182886747105513,2
8,16,0.369494116,51.098055391416906,27.613586496186876,2
9,18,0.314263814,50.35375977727975,27.2113662715174,2
10,20,0.296212107,39.357406492367474,21.268894483705324,2
11,22,0.392553899,24.20929006492734,13.082793857776426,2
12,24,0.425177126,29.86246319405268,16.13779045174159,2
13,26,0.355997777,31.788129291793386,17.17842784871129,2
14,28,0.351527292,27.298620078112872,14.752279729222998,2
15,30,0.440003293,29.041947202337276,15.694380440632957,2
16,32,0.437824639,22.1998327514879,11.99687536420542,2
17,34,0.52233945,31.44971683963579,16.9955484524709,2
18,36,0.497497132,28.79783096783826,15.562459084627804,2
19,38,0.542230281,23.961997086517545,12.94915577709194,2
