depth	min	max	median	mean
0	-61	-61	-61	-61
1	-58	-55	-56	-56
2	-55	-48	-52	-52
3	-52	-44	-48	-48
4	-50	-35	-44	-44
5	-46	-29	-39	-39
6	-43	-23	-34	-34
7	-38	-18	-29	-29
8	-36	-11	-25	-24
9	-33	-4	-20	-20
10	-30	4	-16	-15
11	-25	9	-12	-11
12	-22	15	-9	-7
13	-21	20	-7	-5
14	-20	24	-5	-3
15	-16	29	-1	1
16	-13	35	3	5
17	-6	42	13	14
18	-1	53	22	23
19	10	61	32	33
20	16	75	41	43
21	19	82	46	47
22	21	90	50	51
23	26	97	56	57
24	30	106	61	63
25	33	111	66	67
26	35	118	69	71
27	39	124	75	76
28	42	132	80	82
29	45	137	84	86
30	47	143	89	90
31	51	149	94	95
32	54	156	99	100
33	57	162	103	105
34	60	168	108	109
35	64	174	113	114
36	67	180	118	119
37	71	186	123	124
38	74	192	128	129
39	77	198	133	134
40	80	204	137	139
41	84	211	142	144
42	87	217	148	149
