labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.12,365.02,11.46,2,78.13,6.8
2,4,0.13,106.02,6.85,2,77.92,6.68
3,6,0.13,99.74,6.77,2,71.13,5.96
4,8,0.12,261.23,8.29,2,53.89,4.63
5,10,0.13,158.7,6.4,2,42.18,3.7
6,12,0.15,190.64,7.93,2,65.4,5.55
7,14,0.18,220.92,7.42,2,52.66,4.85
8,16,0.22,216.45,7.19,2,69.09,4.03
9,18,0.22,121.28,6.7,2,67.72,4.68
10,20,0.19,77.49,5.22,2,60.62,4.61
11,22,0.17,65.6,5.72,2,55.25,4.74
12,24,0.2,37.77,4.5,2,37.3,3.25
13,26,0.26,43.18,4.28,2,64.65,3.94
14,28,0.31,31.53,5.16,2,50.96,3.44
15,30,0.35,33.94,4.06,2,60.11,3.53
16,32,0.34,31.16,3.8,2,51.9,3.62
17,34,0.35,21.93,3.73,2,55.9,3.51
18,36,0.34,24.73,3.72,2,48.77,3.62
19,38,0.29,21.39,3.94,2,40.99,3.67
20,40,0.26,17.68,3.91,2,37.24,3.85
21,42,0.3,16.51,3.66,2,33.96,3.51
22,44,0.29,15.45,3.89,2,42.79,3.8
23,46,0.31,19.93,3.67,2,46.4,3.37
24,48,0.29,17,3.66,2,41.66,3.7
25,50,0.29,16.73,3.66,2,46.2,3.78
26,52,0.3,15.1,3.69,2,43.39,3.65
27,54,0.49,21.14,3.74,2,35.56,3.23
28,56,0.38,16.98,3.46,2,46.69,3.39
