depth	min	max	median	mean
0	-62	-62	-62	-62
1	-59	-58	-59	-59
2	-56	-55	-56	-56
3	-56	-54	-55	-55
4	-55	-53	-54	-54
5	-54	-52	-53	-53
6	-53	-51	-53	-53
7	-51	-49	-50	-50
8	-48	-46	-47	-47
9	-46	-44	-45	-45
10	-45	-41	-43	-43
11	-42	-38	-40	-40
12	-39	-34	-37	-37
13	-33	-27	-30	-30
14	-27	-20	-24	-24
15	-15	-6	-11	-11
16	-4	10	2	2
17	8	25	15	15
18	18	42	28	29
19	26	56	39	39
20	33	72	49	50
21	40	85	61	61
22	47	102	71	72
23	50	107	76	77
24	53	113	80	81
25	57	119	85	86
26	59	125	90	91
27	63	130	95	95
28	67	136	99	100
29	71	141	104	104
30	74	146	108	109
31	78	151	113	113
32	82	156	117	118
33	86	160	122	122
34	89	166	126	126
35	93	170	131	131
36	96	176	135	135
37	100	180	140	140
38	104	184	144	144
39	108	188	149	149
40	111	193	153	153
41	115	197	158	157
42	119	202	163	162
43	123	206	167	166
44	126	210	172	171
45	131	214	176	175
46	134	219	181	180
47	139	223	185	184
48	143	227	190	189
49	147	231	194	193
50	150	235	199	197
51	154	238	204	202
52	158	243	209	206
53	162	246	213	211
54	166	250	218	215
55	170	253	223	220
56	174	257	227	224
