labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.630333011,177.3,13.2,2,19.119999999999997,1.7355
2,4,0.660620224,117.7,9.452,2,19.57,1.6715
3,6,0.6782967990000001,39.6,4.828,2,18.54,1.6665
4,8,0.6912653018,12.63,3.333,2,16.515,1.5455
5,10,0.6901006158333333,9.394,3.168,2,22.16,1.678
6,12,0.6909347554285714,7.406,3.125,2,20.56,1.6575000000000002
7,14,0.690448420875,7.349,3.161,2,20.65,1.718
8,16,0.6960474686666666,6.63,3.082,2,22.405,1.735
9,18,0.6967681115,5.68,2.92,2,21.515,1.698
10,20,0.698152048090909,4.99,2.6966152735260023,2,19.24,1.608
11,22,0.6952573826666666,22.8,6.876,2,21.565,1.799
12,24,0.6912436673076924,30.04,7.246,2,22.695,1.8835
13,26,0.6901786792857143,31.49,4.726,2,20.1,1.1825
14,28,0.6908398163846154,31.86,4.748,2,19.235,1.12655
15,30,0.6882431830833332,31.27,4.872,2,20.33,1.168
16,32,0.6888610754545454,28.14,4.406,2,18.685,1.0765
17,34,0.6906980998,24.5,4.22,2,17.825,1.084
18,36,0.691558225111111,31.23,4.375,2,17.325,1.0188
19,38,0.69138791175,26.89,4.165,2,16.9,1.00085
20,40,0.7004777139999999,18.28,3.682,2,13.925,0.8767499999999999
21,42,0.6923674311666667,19.65,4.05,2,15.025,0.9636
22,44,0.6846805292,23.41,4.521,2,16.32,1.0515
23,46,0.674637105,28.98,4.523,2,16.625,1.05
24,48,0.674443064,24.3,3.971,2,15.6,0.97805
25,50,0.695837211,17.51,3.711,2,14.37,0.90645
