depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-57	-58	-58
2	-56	-54	-55	-55
3	-54	-50	-52	-52
4	-52	-46	-50	-50
5	-50	-43	-47	-47
6	-48	-40	-44	-44
7	-46	-36	-42	-41
8	-44	-33	-39	-39
9	-41	-29	-36	-36
10	-39	-25	-33	-33
11	-37	-21	-30	-30
12	-35	-17	-27	-27
13	-32	-12	-23	-23
14	-30	-7	-20	-19
15	-27	-3	-16	-16
16	-25	2	-12	-12
17	-22	9	-7	-7
18	-19	17	-3	-2
19	-17	23	3	3
20	-15	29	8	8
21	-13	38	14	14
22	-10	49	20	21
23	-8	55	26	26
24	-6	63	31	31
25	-4	70	36	36
26	-2	77	41	41
27	0	84	46	46
28	2	91	51	51
29	4	96	55	55
30	6	102	59	59
31	7	107	64	64
32	9	113	68	68
33	11	119	73	73
34	13	125	78	77
35	14	130	83	82
36	16	137	88	87
37	18	142	92	91
38	19	148	97	96
39	21	153	102	100
40	23	158	106	105
41	24	164	111	110
42	26	169	116	114
43	28	174	121	119
44	29	180	126	124
45	31	185	131	128
46	33	191	136	133
47	34	195	140	138
48	36	200	145	143
49	37	205	150	147
50	39	211	155	152
51	40	216	160	157
52	42	221	165	161
53	43	226	170	166
54	45	231	174	170
55	46	236	179	175
56	47	241	184	180
57	48	245	189	184
58	50	250	194	189
59	51	255	199	194
60	52	260	204	198
61	53	265	209	203
62	54	269	214	207
63	55	273	218	212
64	56	278	223	217
65	57	283	228	221
66	58	288	232	225
