labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.202982678,90.82802140991204,49.08381358679671,2
2,4,0.315933173,72.90491693806918,39.39809870347533,2
3,6,0.282913827,78.87146855231391,42.622446241201494,2
4,8,0.226947876,59.12439250453457,31.951050073281404,2
5,10,0.249187126,53.00622903750124,28.644770904718104,2
6,12,0.28441342,40.06010959402191,21.64863795398097,2
7,14,0.323798964,32.371510124919425,17.493689104200268,2
8,16,0.33559765,33.097380644753414,17.885952336742672,2
9,18,0.303483719,24.260116432677528,13.11026062322192,2
10,20,0.405597531,26.128905502944043,14.120161454861025,2
