labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.17,181.66666703,5.6666666779999995,2,16.833333366999998,2.000000004
2,4,0.17,170.83333367499998,5.6666666779999995,2,19.000000038,1.833333337
3,6,0.22,172.333333678,5.500000011,2,24.500000049,2.666666672
4,8,0.22,163.66666699399997,3.166666673,2,20.500000041,1.833333337
5,10,0.17,124.666666916,5.6666666779999995,2,21.500000042999996,2.5000000049999995
6,12,0.15,116.166666899,5.333333344,2,24.000000047999997,2.333333338
7,13,0.22,115.333333564,5.166666676999999,1,21.66666671,2.166666671
8,14,0.16,107.333333548,5.333333344,1,20.000000039999996,2.333333338
9,15,0.14,103.666666874,3.33333334,1,21.333333376,2.666666672
10,16,0.18,102.500000205,4.3333333419999995,1,25.666666718,3.0000000059999996
11,17,0.17,88.16666684299999,4.000000008,1,20.666666707999997,2.8333333389999997
12,18,0.16,80.00000015999998,2.333333338,1,22.000000044,2.5000000049999995
13,19,0.17,79.500000159,3.33333334,1,17.500000035,3.33333334
14,20,0.18,81.83333349699998,2.8333333389999997,1,20.500000041,2.8333333389999997
15,21,0.18,78.33333349,3.0000000059999996,1,20.166666707,3.166666673
16,22,0.24,76.000000152,3.0000000059999996,1,20.333333374,3.833333341
17,23,0.21,61.000000122,2.8333333389999997,1,18.500000037,3.166666673
18,24,0.18,57.500000115,2.5000000049999995,1,22.833333379,2.5000000049999995
19,25,0.2,62.833333458999995,3.0000000059999996,1,21.500000042999996,3.33333334
20,26,0.27,56.166666779,2.333333338,1,23.666666714,3.0000000059999996
21,27,0.25,49.333333432,1.333333336,1,24.500000049,1.833333337
22,28,0.21,52.833333439,2.333333338,1,27.166666721,2.333333338
23,29,0.2,42.666666752,1.5000000029999998,1,30.166666727,2.5000000049999995
24,30,0.23,37.666666742,2.000000004,1,24.000000047999997,2.333333338
25,31,0.25,33.666666733999996,1.166666669,1,30.500000061,2.000000004
