depth	min	max	median	mean
0	-63	-63	-63	-63
1	-62	-61	-62	-61
2	-60	-60	-60	-60
3	-59	-58	-59	-59
4	-58	-57	-57	-57
5	-56	-54	-55	-55
6	-54	-52	-53	-53
7	-52	-49	-50	-50
8	-49	-47	-48	-48
9	-48	-45	-47	-47
10	-47	-44	-45	-45
11	-46	-43	-44	-44
12	-44	-41	-43	-43
13	-42	-39	-40	-40
14	-40	-36	-38	-38
15	-37	-33	-35	-35
16	-34	-29	-32	-32
17	-31	-26	-29	-29
18	-29	-23	-26	-26
19	-26	-20	-23	-23
20	-23	-15	-19	-19
21	-19	-11	-15	-15
22	-15	-4	-9	-9
23	-11	1	-5	-5
24	-8	6	0	-1
25	-4	13	5	5
26	1	22	12	12
27	6	31	19	19
28	10	43	27	27
29	14	55	33	34
30	17	66	40	40
31	20	79	46	47
