study_id,site_id,core_id,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,stock_gCm2
AU_NatSoil,AU_399_BAC_T481,M1707,0,66,1.3612080225387941,NA,0.0050318181818181824,856.39397850711
AU_NatSoil,AU_399_REG_T276,M1708,0,60,0.7031605169625821,NA,0.07025,5016.579997068485
AU_NatSoil,AU_399_REG_T360,M1709,0,150,1.3665528684582748,NA,0.0057090909090909085,868.6099444071326
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-1,0,24,0.7760469624414942,0.0907619623585333,0.019284916666666665,253.50041544703078
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-2,0,26,0.5703119961064356,0.11458649287880958,0.030718076923076924,331.11720128860793
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-3,0,28,0.5650276068465635,0.10781166939717828,0.022630785714285714,240.05003373558696
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-4,0,30,0.6140302235538941,0.11513397335747906,0.029627133333333333,303.903024077205
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-5,0,26,0.7539927875070344,0.08302623959920338,0.014277,205.7058702868673
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-6,0,30,0.6356740590719073,0.1087332985854516,0.02527033333333333,288.7482698876466
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-1,0,24,0.7482890667846451,0.09277199603096839,0.018030166666666667,196.63791963520944
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-2,0,22,0.8548233442096846,0.08858766530394695,0.013686090909090908,192.01340602959795
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-3,0,24,0.8287903454960873,0.07675393886063571,0.011130916666666666,166.4164563524065
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-4,0,22,0.9479791897094135,0.07011458935982245,0.011415,199.00500237975334
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-5,0,22,0.9489012207021911,0.07501779314720182,0.012640272727272722,212.17122376913778
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-6,0,24,0.8662531173116464,0.07279873481027746,0.012346999999999993,201.41822810361327
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-1,0,22,0.6168982987480942,0.08851105207931835,0.01938681818181818,229.95578027114684
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,0,22,0.6724246872943004,0.09381161500493689,0.024453181818181822,236.01575640572966
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,0,28,0.6398144022554726,0.141575817404227,0.035238571428571425,205.97545951963482
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,0,24,0.5847726329092781,0.10489824805619562,0.03531641666666667,214.92977542909227
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,0,34,0.6593852450909435,0.09512430170753675,0.019549647058823526,233.3762794697973
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,0,26,0.5852651236031063,0.1429955172933564,0.031249076923076928,219.87993691650078
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,0,24,0.8086034189386082,0.0729552548873915,0.012422166666666665,189.6330831912677
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,0,30,0.6372751932570818,NA,0.02540126666666667,301.4936426012473
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,0,18,1.1310322277256457,0.05713320084932488,0.00742322222222222,167.74090179088444
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,0,18,0.8086610020195402,0.07495052198343255,0.011612888888888884,187.46447919433908
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,0,20,0.8223412860259431,0.07249025213319152,0.015251699999999997,231.2956327337912
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,0,18,0.9409750808500861,0.06980187820619878,0.01012922222222222,185.53066947312843
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,0,30,0.5495178411337861,0.09341450407216917,0.017991666666666666,206.09495666336161
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,0,24,0.4999478866673479,0.08880155957077303,0.01866458333333333,180.57808480803453
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,0,28,0.39869822286499,0.1017360517966028,0.01532185714285714,111.59068302596988
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,0,24,0.39666291688580524,0.10327334278323198,0.01957833333333333,153.02327235845001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,0,24,0.4515134986248055,0.1431169290613832,0.036690999999999994,228.66064347757424
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,0,30,0.5761636947876168,0.10389149002745245,0.03107253333333333,176.09964032738765
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,0,12,0.7858280166745218,0.0746264111622745,0.013370333333333333,209.75106238935754
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,0,20,0.9507689936964642,0.07463276719094211,0.0115713,219.053857110806
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,0,22,0.5877370591939903,0.08457657658504088,0.01243590909090909,147.58008339735596
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,0,10,0.7595839727598384,0.06981743473787856,0.0130204,197.41766584335778
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,0,20,0.6996369594374726,0.07866801575316819,0.0157053,220.28825233290542
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,0,14,0.5811745392801326,0.08375803654167108,0.014014857142857141,158.02986861384184
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,0,30,0.27771057754525563,0.3478238501917759,0.15838186666666668,769.9836649505261
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,0,30,0.22634208374216408,0.34984387036262743,0.1530982,672.6776903368913
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,0,24,0.4166449915232283,0.33978480660335564,0.14355708333333334,493.60063017846574
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,0,24,0.18129684375349556,0.39078972461031963,0.18554316666666668,671.6928996920885
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,0,26,0.1820832682605838,0.48580362185535064,0.2114647692307692,674.3995014171479
