depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-58	-61	-61
2	-61	-50	-57	-57
3	-58	-44	-53	-52
4	-56	-36	-49	-48
5	-54	-31	-45	-44
6	-52	-24	-41	-40
7	-49	-19	-37	-36
8	-46	-12	-33	-32
9	-44	-7	-29	-28
10	-41	0	-25	-24
11	-38	6	-20	-19
12	-36	12	-16	-15
13	-32	18	-11	-10
14	-30	25	-7	-6
15	-26	30	-2	-1
16	-23	37	3	4
17	-20	43	8	9
18	-17	50	12	13
19	-14	55	17	18
20	-10	61	22	23
21	-7	67	27	27
22	-4	74	31	32
23	-1	78	36	37
24	2	84	41	41
25	5	90	45	46
26	8	95	50	50
27	12	100	55	55
28	15	106	59	60
29	18	111	64	64
30	21	117	69	69
31	24	122	74	74
32	27	128	78	78
33	30	133	83	83
34	33	138	88	87
35	36	142	93	92
36	39	148	98	97
37	42	153	102	101
38	45	157	107	106
39	47	162	112	110
40	49	167	117	115
41	52	172	121	119
42	54	177	126	124
43	57	181	131	128
44	59	186	136	133
45	62	190	140	137
46	64	195	145	142
47	66	200	150	146
48	68	205	154	151
49	70	210	159	155
50	72	216	164	160
