labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.63,46.37176177,7.28,2,19.23786897,1.931335356
2,6,0.65,31.75825477,5.42,2,17.89437676,1.885566317
3,10,0.7,27.10765546,4.7,2,22.32839902,2.120853429
4,14,0.63,29.80071833,5.1,2,20.79851852,2.045888111
5,18,0.82,24.47909517,4.23,2,20.9108863,1.961649448
6,24,1.03,19.64239973,3.49,2,19.55490685,1.830346484
7,28,1.07,21.49087137,3.5,2,16.97108889,1.541791339
8,32,1.06,18.57984847,3.31,2,17.14752617,1.638111078
9,40,1.25,22.00751292,3.57,2,20.06159084,1.764829327
10,50,1.1,17.07692602,2.58,2,17.17726779,1.423446194
