depth	min	max	median	mean
0	-65	-65	-65	-65
1	-59	-58	-59	-59
2	-57	-56	-56	-56
3	-53	-52	-53	-53
4	-51	-50	-51	-51
5	-49	-48	-49	-49
6	-47	-45	-46	-46
7	-44	-41	-43	-43
8	-42	-39	-40	-40
9	-40	-38	-39	-39
10	-37	-34	-36	-36
11	-29	-25	-27	-27
12	-24	-20	-22	-22
13	-21	-17	-19	-19
14	-17	-13	-15	-15
15	-13	-8	-10	-10
16	-11	-6	-9	-9
17	-8	-2	-5	-5
18	-3	3	0	0
19	1	9	5	5
20	5	14	9	9
21	7	17	12	12
22	9	19	14	14
23	12	23	17	17
24	19	31	24	24
25	24	37	30	30
26	29	45	36	36
27	38	58	47	47
28	45	67	55	55
29	48	73	59	59
30	51	79	63	64
31	53	81	65	65
32	54	83	66	67
33	55	86	68	68
34	57	89	70	71
35	59	94	74	74
36	62	100	78	79
37	65	105	81	82
38	67	110	84	85
39	70	117	89	90
40	73	123	93	94
41	76	130	98	99
42	78	137	102	103
43	80	142	105	106
44	82	147	108	109
45	84	152	111	112
46	86	156	113	115
47	89	162	118	120
48	92	168	122	124
49	96	174	128	129
50	100	180	132	134
51	104	185	138	140
52	108	191	143	145
53	113	197	148	150
54	117	203	154	156
55	122	209	160	161
56	127	216	165	167
57	132	221	170	172
58	136	226	176	177
59	141	232	181	182
60	146	238	186	188
61	151	244	191	193
62	155	250	196	198
