depth	min	max	median	mean
0	-60	-60	-60	-60
1	-60	-59	-59	-59
2	-59	-58	-59	-59
3	-58	-58	-58	-58
4	-58	-57	-58	-58
5	-57	-56	-57	-57
6	-57	-56	-56	-56
7	-56	-55	-56	-56
8	-56	-54	-55	-55
9	-55	-53	-54	-54
10	-54	-52	-53	-53
11	-53	-51	-52	-52
12	-52	-50	-51	-51
13	-51	-49	-50	-50
14	-51	-48	-49	-49
15	-50	-47	-49	-49
16	-49	-47	-48	-48
17	-48	-46	-47	-47
18	-48	-45	-46	-46
19	-47	-44	-46	-46
20	-46	-43	-45	-45
21	-46	-42	-44	-44
22	-45	-41	-43	-43
23	-44	-40	-42	-42
24	-43	-39	-41	-41
25	-43	-38	-41	-41
26	-42	-38	-40	-40
27	-41	-37	-39	-39
28	-41	-36	-38	-38
29	-40	-36	-38	-38
30	-40	-35	-38	-38
31	-39	-35	-37	-37
32	-39	-34	-37	-37
33	-38	-34	-36	-36
34	-38	-33	-35	-35
35	-37	-32	-35	-34
36	-36	-31	-34	-34
37	-35	-30	-33	-32
38	-34	-28	-31	-31
39	-33	-27	-30	-30
40	-32	-26	-29	-29
41	-30	-24	-28	-28
42	-29	-23	-27	-26
43	-28	-22	-25	-25
44	-27	-20	-24	-24
45	-25	-19	-23	-23
46	-24	-17	-21	-21
47	-22	-16	-20	-20
48	-21	-14	-18	-18
49	-19	-12	-17	-16
50	-17	-10	-15	-15
51	-15	-8	-13	-12
52	-13	-5	-10	-10
53	-11	-1	-7	-7
54	-8	3	-4	-4
55	-6	7	-1	0
56	-3	12	3	3
57	0	17	7	7
58	2	23	11	11
59	6	29	15	16
60	8	36	20	21
61	12	46	26	26
62	15	55	31	32
63	19	65	37	38
64	21	75	42	44
