labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.26,161.333333656,18.33333337,2
2,4,0.26,145.833333625,16.000000032,2
3,6,0.26,115.00000023,16.000000032,2
4,10,0.26,155.16666697699998,18.33333337,2
5,14,0.26,157.166666981,20.833333375,2
6,18,0.32,157.166666981,19.333333372,2
7,24,0.32,150.50000030099997,17.666666702,2
8,40,0.42,85.166666837,14.333333362,2
9,62,0.33199999999999996,45.166666757,8.500000017,2
10,72,0.29200000000000004,48.33333343,11.000000022,2
11,80,0.26,33.666666733999996,9.166666685,2
12,100,0.45,13.666666694,9.000000018,2
