depth	min	max	median	mean
0	-62	-62	-62	-62
1	-57	-56	-57	-57
2	-52	-50	-51	-51
3	-50	-48	-49	-49
4	-48	-45	-46	-46
5	-45	-42	-44	-44
6	-42	-39	-41	-41
7	-32	-27	-30	-30
8	-23	-15	-19	-19
9	-15	-5	-10	-10
10	-7	7	-1	0
11	2	21	11	11
12	11	36	22	22
13	16	48	29	30
14	22	62	37	38
15	24	68	41	42
16	26	75	45	46
17	29	82	49	51
18	32	90	54	56
19	36	96	59	61
20	40	104	64	66
21	47	112	73	75
22	52	123	82	83
23	56	130	87	89
24	60	138	93	94
25	63	144	98	99
26	66	150	103	105
27	70	156	108	109
28	73	163	113	114
29	77	169	118	119
30	80	175	122	124
31	85	180	127	129
32	88	187	132	134
33	91	193	137	138
34	94	199	142	143
35	98	205	147	148
36	101	211	151	153
37	105	217	156	158
38	109	224	161	162
39	112	229	166	167
40	115	235	171	172
41	119	241	176	177
42	123	246	181	182
