study_id,site_id,core_id,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Donato_et_al_2011,DCD11 J1 Core 4,M1383,100,200,0.760625815,NA,0.0462
Donato_et_al_2011,DCD11 J1 Core 5,M1384,0,100,0.6220879576341464,NA,0.055253658536585364
Donato_et_al_2011,DCD11 J1 Core 6,M1385,0,100,0.6138667646878604,NA,0.050575
Donato_et_al_2011,DCD11 J2 Core 1,M1386,0,100,NA,NA,0.06428
Donato_et_al_2011,DCD11 J2 Core 1,M1386,100,200,0.586440678,NA,0.0391
Donato_et_al_2011,DCD11 J2 Core 1,M1386,200,300,0.586440678,NA,0.0391
Donato_et_al_2011,DCD11 J2 Core 2,M1387,0,100,0.47421136241378886,NA,0.058495
Donato_et_al_2011,DCD11 J2 Core 2,M1387,100,200,0.557496741,NA,0.051
Donato_et_al_2011,DCD11 J2 Core 3,M1388,0,100,NA,NA,0.044775
Donato_et_al_2011,DCD11 J2 Core 3,M1388,100,200,0.56166884,NA,0.048600000000000004
Donato_et_al_2011,DCD11 J2 Core 3,M1388,200,300,0.56166884,NA,0.048600000000000004
Donato_et_al_2011,DCD11 J2 Core 4,M1389,0,100,NA,NA,0.05716
Donato_et_al_2011,DCD11 J2 Core 4,M1389,100,200,0.537288136,NA,0.043899999999999995
Donato_et_al_2011,DCD11 J2 Core 4,M1389,200,300,0.537288136,NA,0.043899999999999995
Donato_et_al_2011,DCD11 J2 Core 5,M1390,0,100,NA,NA,0.06230000000000001
Donato_et_al_2011,DCD11 J2 Core 5,M1390,100,200,0.50208605,NA,0.0558
Donato_et_al_2011,DCD11 J2 Core 5,M1390,200,300,0.50208605,NA,0.0558
Donato_et_al_2011,DCD11 J2 Core 6,M1391,0,100,NA,NA,0.06387999999999999
Donato_et_al_2011,DCD11 J2 Core 6,M1391,100,200,0.477574967,NA,0.0574
Donato_et_al_2011,DCD11 J2 Core 6,M1391,200,300,0.477574967,NA,0.0574
Donato_et_al_2011,DCD11 K1 Core 1,M1441,0,100,NA,NA,0.183615
Donato_et_al_2011,DCD11 K1 Core 2,M1442,0,100,0.364243807,NA,0.23745
Donato_et_al_2011,DCD11 K1 Core 3,M1443,0,100,0.3290629781304348,NA,0.2582282608695652
Donato_et_al_2011,DCD11 K1 Core 4,M1444,0,100,NA,NA,0.10076363636363637
Donato_et_al_2011,DCD11 K1 Core 5,M1445,0,100,NA,NA,0.052602197802197805
Donato_et_al_2011,DCD11 K1 Core 6,M1446,0,100,0.445220827796875,NA,0.063928125
Donato_et_al_2011,DCD11 K2 Core 1,M1447,0,100,0.43076923085,NA,0.118035
Donato_et_al_2011,DCD11 K2 Core 1,M1447,100,200,0.67535854,NA,0.06
Donato_et_al_2011,DCD11 K2 Core 1,M1447,200,300,0.67535854,NA,0.06
Donato_et_al_2011,DCD11 K2 Core 2,M1448,0,100,0.42242503244999996,NA,0.13885999999999998
Donato_et_al_2011,DCD11 K2 Core 2,M1448,100,200,0.868318123,NA,0.058499999999999996
Donato_et_al_2011,DCD11 K2 Core 2,M1448,200,300,0.868318123,NA,0.058499999999999996
Donato_et_al_2011,DCD11 K2 Core 3,M1449,0,100,0.40919165555000003,NA,0.12114
Donato_et_al_2011,DCD11 K2 Core 3,M1449,100,200,0.655801825,NA,0.040999999999999995
Donato_et_al_2011,DCD11 K2 Core 3,M1449,200,300,0.655801825,NA,0.040999999999999995
Donato_et_al_2011,DCD11 K2 Core 4,M1450,0,100,0.4785528032,NA,0.12185499999999999
Donato_et_al_2011,DCD11 K2 Core 4,M1450,100,200,0.419817471,NA,0.0642
Donato_et_al_2011,DCD11 K2 Core 4,M1450,200,300,0.419817471,NA,0.0642
Donato_et_al_2011,DCD11 K2 Core 5,M1451,0,100,0.37294654495,NA,0.12142999999999998
Donato_et_al_2011,DCD11 K2 Core 5,M1451,100,200,0.543676662,NA,0.094
Donato_et_al_2011,DCD11 K2 Core 5,M1451,200,300,0.543676662,NA,0.094
Donato_et_al_2011,DCD11 K2 Core 6,M1452,0,100,0.5357235982999999,NA,0.082515
Donato_et_al_2011,DCD11 K2 Core 6,M1452,100,200,0.470664928,NA,0.1056
Donato_et_al_2011,DCD11 K2 Core 6,M1452,200,300,0.470664928,NA,0.1056
Donato_et_al_2011,DCD11 K3 Core 1,M1453,0,100,0.6478487614,NA,0.05345
Donato_et_al_2011,DCD11 K3 Core 1,M1453,100,200,0.835723598,NA,0.0169
Donato_et_al_2011,DCD11 K3 Core 1,M1453,200,300,0.835723598,NA,0.0169
Donato_et_al_2011,DCD11 K3 Core 2,M1454,0,100,0.6156453717,NA,0.04697
Donato_et_al_2011,DCD11 K3 Core 2,M1454,100,200,0.704041721,NA,0.0335
Donato_et_al_2011,DCD11 K3 Core 2,M1454,200,300,0.704041721,NA,0.0335
Donato_et_al_2011,DCD11 K3 Core 3,M1455,0,100,0.64693611455,NA,0.058339999999999996
Donato_et_al_2011,DCD11 K3 Core 3,M1455,100,200,0.780964798,NA,0.0302
Donato_et_al_2011,DCD11 K3 Core 3,M1455,200,300,0.780964798,NA,0.0302
Donato_et_al_2011,DCD11 K3 Core 4,M1456,0,100,0.72829204665,NA,0.03305
Donato_et_al_2011,DCD11 K3 Core 4,M1456,100,200,0.994784876,NA,0.0143
Donato_et_al_2011,DCD11 K3 Core 4,M1456,200,300,0.994784876,NA,0.0143
Donato_et_al_2011,DCD11 K3 Core 5,M1457,0,100,0.6998044330500001,NA,0.043505
Donato_et_al_2011,DCD11 K3 Core 5,M1457,100,200,0.920469361,NA,0.0176
Donato_et_al_2011,DCD11 K3 Core 5,M1457,200,300,0.920469361,NA,0.0176
Donato_et_al_2011,DCD11 K3 Core 6,M1458,0,100,NA,NA,0.03544
Donato_et_al_2011,DCD11 K3 Core 6,M1458,100,200,0.741851369,NA,0.031
Donato_et_al_2011,DCD11 K3 Core 6,M1458,200,300,0.741851369,NA,0.031
Donato_et_al_2011,DCD11 K4 Core 1,M1459,0,100,0.19400260745,NA,0.289705
Donato_et_al_2011,DCD11 K4 Core 2,M1460,0,100,0.1887222949,NA,0.306875
Donato_et_al_2011,DCD11 K4 Core 3,M1461,0,100,0.1898305081,NA,0.34360999999999997
Donato_et_al_2011,DCD11 K4 Core 4,M1462,0,100,0.18102998685000002,NA,0.33842
Donato_et_al_2011,DCD11 K4 Core 4,M1462,100,200,0.17601043,NA,0.30829999999999996
Donato_et_al_2011,DCD11 K4 Core 4,M1462,200,300,0.17601043,NA,0.30829999999999996
Donato_et_al_2011,DCD11 K4 Core 5,M1463,0,100,0.3774385756749742,NA,0.195985
Donato_et_al_2011,DCD11 K4 Core 5,M1463,100,200,NA,NA,0.10339999999999999
Donato_et_al_2011,DCD11 K4 Core 5,M1463,200,300,NA,NA,0.10339999999999999
Donato_et_al_2011,DCD11 K4 Core 6,M1464,0,100,NA,NA,0.07882
Donato_et_al_2011,DCD11 K4 Core 6,M1464,100,200,0.183833116,NA,0.1535
Donato_et_al_2011,DCD11 K4 Core 6,M1464,200,300,0.183833116,NA,0.1535
Donato_et_al_2011,DCD11 S1 Core 1,M1392,0,100,0.6579352848181819,NA,0.09902727272727271
Donato_et_al_2011,DCD11 S1 Core 2,M1393,0,100,NA,NA,0.08865384615384615
Donato_et_al_2011,DCD11 S1 Core 3,M1394,0,100,0.6971503072857144,NA,0.07297619047619047
Donato_et_al_2011,DCD11 S1 Core 4,M1395,0,100,NA,NA,0.08182323232323233
Donato_et_al_2011,DCD11 S1 Core 5,M1396,0,100,NA,NA,0.09171413043478262
Donato_et_al_2011,DCD11 S2 Core 1,M1398,0,100,0.2305084746,NA,0.22502
Donato_et_al_2011,DCD11 S2 Core 2,M1399,0,100,0.23578063862499998,NA,0.236290625
Donato_et_al_2011,DCD11 S2 Core 3,M1400,0,100,0.28105792500000004,NA,0.2391
Donato_et_al_2011,DCD11 S2 Core 4,M1401,0,100,0.28780964800000003,NA,0.19820000000000002
Donato_et_al_2011,DCD11 S2 Core 5,M1402,0,100,0.343383311625,NA,0.1896625
Donato_et_al_2011,DCD11 S2 Core 6,M1403,0,100,0.32296517028571425,NA,0.21964285714285714
Donato_et_al_2011,DCD11 S3 Core 1,M1404,0,100,0.22314211185,NA,0.24316
Donato_et_al_2011,DCD11 S3 Core 1,M1404,100,200,0.209908735,NA,0.2407
Donato_et_al_2011,DCD11 S3 Core 2,M1405,0,100,0.29504563240000004,NA,0.215705
Donato_et_al_2011,DCD11 S3 Core 2,M1405,100,200,0.331160365,NA,0.19870000000000002
Donato_et_al_2011,DCD11 S3 Core 3,M1406,0,100,0.2924194451428571,NA,0.1948142857142857
Donato_et_al_2011,DCD11 S3 Core 4,M1407,0,100,0.24445893095000001,NA,0.196005
Donato_et_al_2011,DCD11 S3 Core 5,M1408,0,100,0.4824858758,NA,0.15498
Donato_et_al_2011,DCD11 S3 Core 6,M1409,0,100,0.3011734027,NA,0.126595
Donato_et_al_2011,DCD11 S3 Core 6,M1409,100,200,0.325945241,NA,0.1144
Donato_et_al_2011,DCD11 S4 Core 1,M1410,0,100,NA,NA,0.11027894736842105
Donato_et_al_2011,DCD11 S4 Core 2,M1411,0,100,NA,NA,0.12818571428571426
Donato_et_al_2011,DCD11 S4 Core 3,M1412,0,100,0.5022886200854616,NA,0.123095
Donato_et_al_2011,DCD11 S4 Core 3,M1412,100,200,0.3835863665709232,NA,0.1393
Donato_et_al_2011,DCD11 S4 Core 4,M1413,0,100,NA,NA,0.17462499999999997
Donato_et_al_2011,DCD11 S4 Core 4,M1413,100,200,0.367666232,NA,0.16329999999999997
Donato_et_al_2011,DCD11 S4 Core 5,M1414,0,100,0.3681877445,NA,0.18132500000000001
Donato_et_al_2011,DCD11 S4 Core 5,M1414,100,200,0.331160365,NA,0.2022
Donato_et_al_2011,DCD11 S4 Core 6,M1415,0,100,0.3771838331,NA,0.12962
Donato_et_al_2011,DCD11 S5 Core 1,M1422,0,100,0.3902030173571428,NA,0.13633571428571428
Donato_et_al_2011,DCD11 S5 Core 2,M1423,0,100,0.45297075835714284,NA,0.13729999999999998
Donato_et_al_2011,DCD11 S5 Core 3,M1424,0,100,NA,NA,0.118065
Donato_et_al_2011,DCD11 S5 Core 4,M1425,0,100,0.6821783170128206,NA,0.10961153846153847
Donato_et_al_2011,DCD11 S5 Core 6,M1427,0,100,NA,NA,0.10913
Donato_et_al_2011,DCD11 S6 Core 1,M1428,0,100,0.39211212505,NA,0.215485
Donato_et_al_2011,DCD11 S6 Core 1,M1428,100,200,0.468057366,NA,0.1114
Donato_et_al_2011,DCD11 S6 Core 1,M1428,200,300,0.468057366,NA,0.1114
Donato_et_al_2011,DCD11 S6 Core 2,M1429,0,100,0.38285528015,NA,0.16232
Donato_et_al_2011,DCD11 S6 Core 2,M1429,100,200,0.400260756,NA,0.15439999999999998
Donato_et_al_2011,DCD11 S6 Core 2,M1429,200,300,0.400260756,NA,0.15439999999999998
Donato_et_al_2011,DCD11 S6 Core 3,M1430,0,100,0.4303780966,NA,0.17823
Donato_et_al_2011,DCD11 S6 Core 3,M1430,100,200,0.544980443,NA,0.12380000000000001
Donato_et_al_2011,DCD11 S6 Core 3,M1430,200,300,0.544980443,NA,0.12380000000000001
Donato_et_al_2011,DCD11 S6 Core 4,M1431,0,100,0.42783572365,NA,0.17626
Donato_et_al_2011,DCD11 S6 Core 4,M1431,100,200,0.361147327,NA,0.1557
Donato_et_al_2011,DCD11 S6 Core 4,M1431,200,300,0.361147327,NA,0.1557
Donato_et_al_2011,DCD11 S6 Core 5,M1432,0,100,0.41219035190000003,NA,0.16213
Donato_et_al_2011,DCD11 S6 Core 5,M1432,100,200,0.382007823,NA,0.2072
Donato_et_al_2011,DCD11 S6 Core 5,M1432,200,300,0.382007823,NA,0.2072
Donato_et_al_2011,DCD11 S6 Core 6,M1433,0,100,0.41877444589999996,NA,0.20622
Donato_et_al_2011,DCD11 S6 Core 6,M1433,100,200,0.404172099,NA,0.1906
Donato_et_al_2011,DCD11 S6 Core 6,M1433,200,300,0.404172099,NA,0.1906
Donato_et_al_2011,DCD11 Y1 Core 1,M1373,0,100,0.2374837027,NA,0.148755528305
Donato_et_al_2011,DCD11 Y1 Core 2,M1374,0,100,0.3500000002,NA,0.10155097919
Donato_et_al_2011,DCD11 Y1 Core 3,M1375,0,100,0.3279661016,NA,0.11818005941
Donato_et_al_2011,DCD11 Y1 Core 4,M1376,0,100,0.4194915256,NA,0.0892420168615
Donato_et_al_2011,DCD11 Y1 Core 5,M1377,0,100,0.36310299884999997,NA,0.13342115874
Donato_et_al_2011,DCD11 Y1 Core 6,M1378,0,100,0.43207301165,NA,0.12574158949
Donato_et_al_2011,DCD11 Y2 Core 1,M1416,0,100,0.21362451135,NA,0.23077449023000002
Donato_et_al_2011,DCD11 Y2 Core 2,M1417,0,100,0.1702737941,NA,0.215612178015
Donato_et_al_2011,DCD11 Y2 Core 3,M1418,0,100,0.22913950454999998,NA,0.19058350101
Donato_et_al_2011,DCD11 Y2 Core 4,M1419,0,100,0.3260756194,NA,0.17503755021
Donato_et_al_2011,DCD11 Y2 Core 5,M1420,0,100,0.2837679272,NA,0.168296185175
Donato_et_al_2011,DCD11 Y2 Core 6,M1421,0,100,0.29491525425,NA,0.16926474692500001
Donato_et_al_2011,DCD11 Y3 Core 1,M1465,0,100,0.25501955655,NA,0.184082132575
Donato_et_al_2011,DCD11 Y3 Core 2,M1466,0,100,0.32086049525,NA,0.170153869155
Donato_et_al_2011,DCD11 Y3 Core 3,M1467,0,100,0.29269882664999997,NA,0.17186840150000002
Donato_et_al_2011,DCD11 Y3 Core 4,M1468,0,100,0.36003911325000004,NA,0.138600935526
Donato_et_al_2011,DCD11 Y3 Core 5,M1469,0,100,0.23846153850000001,NA,0.18630691703000002
Donato_et_al_2011,DCD11 Y3 Core 6,M1470,0,100,0.31440677985000004,NA,0.182587911355
Donato_et_al_2011,DCD11 Y4 Core 1,M1471,0,100,0.4215123859,NA,0.134719941415
Donato_et_al_2011,DCD11 Y4 Core 2,M1472,0,100,0.32777053475,NA,0.0936279193525
Donato_et_al_2011,DCD11 Y4 Core 3,M1473,0,100,0.388005215,NA,0.11204929825700001
Donato_et_al_2011,DCD11 Y4 Core 4,M1474,0,100,0.4150586704,NA,0.10411819716500001
Donato_et_al_2011,DCD11 Y4 Core 5,M1475,0,100,0.3738591913,NA,0.10235905520800001
Donato_et_al_2011,DCD11 Y4 Core 6,M1476,0,100,0.3541720988,NA,0.128232783709
Donato_et_al_2011,DCD11 Y5 Core 1,M1477,0,100,0.4769882661,NA,0.097999484291
Donato_et_al_2011,DCD11 Y5 Core 2,M1478,0,100,0.44217731455,NA,0.111111489075
Donato_et_al_2011,DCD11 Y5 Core 3,M1479,0,100,0.5027379398,NA,0.1169518322925
Donato_et_al_2011,DCD11 Y5 Core 4,M1480,0,100,0.4639504565,NA,0.0890651238505
Donato_et_al_2011,DCD11 Y5 Core 5,M1481,0,100,0.55840938745,NA,0.101564099714
Donato_et_al_2011,DCD11 Y5 Core 6,M1482,0,100,0.4501955672,NA,0.1110432934255
Donato_et_al_2012,DCD12 PM2,M0488,0,100,0.298,NA,0.1891
Donato_et_al_2012,DCD12 PM3,M0489,0,100,0.296,NA,0.20040000000000002
Doughty_et_al_2016,MIT-9N,MC-10A,0,100,0.180515212,0.347826086905534,0.149
Doughty_et_al_2016,MIT-9N,MC-10C,0,100,0.22902111,0.266272189366978,0.1268
Duncan_et_al_2016,BAKNAT1,M1751,0,100,1.1144978550498634,NA,0.0108
Duncan_et_al_2016,BAKNAT1,M1751,100,200,1.2302283321254806,NA,0.0068000000000000005
Duncan_et_al_2016,BAKNAT2,M1752,0,100,1.1593575883459049,NA,0.00915
Duncan_et_al_2016,BAKNAT2,M1752,100,200,1.2638676974185887,NA,0.006
Duncan_et_al_2016,BAKNAT3,M1753,0,100,1.0914806462453834,NA,0.01205
Duncan_et_al_2016,BAKNAT3,M1753,100,200,0.9527329603652864,NA,0.0173
Duncan_et_al_2016,BAKNAT4,M1754,0,100,1.091465176311711,NA,0.0111
Duncan_et_al_2016,BAKNAT4,M1754,100,200,1.0333254188113095,NA,0.0132
Duncan_et_al_2016,BAKNAT5,M1755,0,100,1.144861486131699,NA,0.00935
Duncan_et_al_2016,BAKNAT5,M1755,100,200,1.0753937526941553,NA,0.0115
Duncan_et_al_2016,BAKNAT6,M1756,0,100,1.0228463026397954,NA,0.0163
Duncan_et_al_2016,BAKNAT6,M1756,100,200,0.8541338958229653,NA,0.0248
Duncan_et_al_2016,BAKNAT7,M1757,0,100,0.8347250837864577,NA,0.018949999999999998
Duncan_et_al_2016,BAKNAT7,M1757,100,200,0.626758,NA,0.025099999999999997
Duncan_et_al_2016,BAKNAT8,M1758,0,100,0.9821898253300523,NA,0.0174
Duncan_et_al_2016,BAKNAT8,M1758,100,200,0.858329467032814,NA,0.024399999999999998
Duncan_et_al_2016,ERMNAT1,M1743,0,100,0.870297227161217,NA,0.0165
Duncan_et_al_2016,ERMNAT1,M1743,100,200,0.735681,NA,0.018500000000000003
Duncan_et_al_2016,ERMNAT2,M1744,0,100,0.6383401707753282,NA,0.0359
Duncan_et_al_2016,ERMNAT2,M1744,100,200,0.510333,NA,0.0363
Duncan_et_al_2016,ERMNAT3,M1745,0,100,0.6061095,NA,0.033049999999999996
Duncan_et_al_2016,ERMNAT3,M1745,100,200,0.608829,NA,0.034
Duncan_et_al_2016,ERMNAT4,M1746,0,100,0.653722,NA,0.02355
Duncan_et_al_2016,ERMNAT4,M1746,100,200,0.597322,NA,0.0253
Duncan_et_al_2016,ERMNAT5,M1747,0,100,0.9321804722304845,NA,0.01895
Duncan_et_al_2016,ERMNAT5,M1747,100,200,0.8831869979483058,NA,0.0222
Duncan_et_al_2016,ERMNAT6,M1748,0,100,0.740208,NA,0.019549999999999998
Duncan_et_al_2016,ERMNAT6,M1748,100,200,0.689813,NA,0.0215
Duncan_et_al_2016,ERMNAT7,M1749,0,100,1.1785749095619193,NA,0.0088
Duncan_et_al_2016,ERMNAT7,M1749,100,200,1.0474934251290295,NA,0.0126
Duncan_et_al_2016,ERMNAT8,M1750,0,100,1.1406602918312068,NA,0.010450000000000001
Duncan_et_al_2016,ERMNAT8,M1750,100,200,0.9811739465126633,NA,0.015700000000000002
Dung_et_al_2016,LVD16 Disturbed*,M0634,0,100,0.638,NA,0.03636
Dung_et_al_2016,LVD16 Disturbed*,M0634,100,200,NA,NA,0.0178
Dung_et_al_2016,LVD16 Disturbed*,M0634,200,300,NA,NA,0.017599999999999998
Dung_et_al_2016,LVD16 Disturbed*,M0634,300,400,NA,NA,0.0174
Dung_et_al_2016,LVD16 Fringe,M0631,0,100,0.7045,NA,0.024905
Dung_et_al_2016,LVD16 Fringe,M0631,100,200,0.86,NA,0.018000000000000002
Dung_et_al_2016,LVD16 Fringe,M0631,200,300,0.86,NA,0.01795
Dung_et_al_2016,LVD16 Fringe,M0631,300,400,0.86,NA,0.0179
Dung_et_al_2016,LVD16 Interior,M0633,0,100,0.649,NA,0.03647
Dung_et_al_2016,LVD16 Interior,M0633,100,200,0.78,NA,0.0191
Dung_et_al_2016,LVD16 Interior,M0633,200,300,0.795,NA,0.01915
Dung_et_al_2016,LVD16 Interior,M0633,300,400,0.81,NA,0.0192
Dung_et_al_2016,LVD16 Transition,M0632,0,100,0.7075,NA,0.035715000000000004
Dung_et_al_2016,LVD16 Transition,M0632,100,200,0.86,NA,0.0192
Dung_et_al_2016,LVD16 Transition,M0632,200,300,0.835,NA,0.01895
Dung_et_al_2016,LVD16 Transition,M0632,300,400,0.81,NA,0.0187
Eagle_et_al_2021,Martin Peña East,MPE1,0,100,NA,NA,NA
Eagle_et_al_2021,Martin Peña East,MPE2,0,100,NA,NA,NA
Eagle_et_al_2021,Martin Peña West,MPW1,0,100,NA,NA,NA
Eagle_et_al_2021,Piñones,PIN1,0,100,NA,NA,NA
Eagle_et_al_2021,Piñones,PIN2,0,100,NA,NA,NA
Eagle_et_al_2021,San José Lagoon,SJ1,0,100,NA,NA,NA
Eagle_et_al_2021,San José Lagoon,SJ2,0,100,NA,NA,NA
Eagle_et_al_2021,Torrecilla Lagoon,TORR1,0,100,NA,NA,NA
Eagle_et_al_2021,Torrecilla Lagoon,TORR2,0,100,NA,NA,NA
Ezcurra_et_al_2016,PE16 Arroyo Toro Mocho Upper  Mudflat,M0413,0,100,NA,NA,0.012104000000000002
Ezcurra_et_al_2016,PE16 Arroyo Toro Mocho Upper  Mudflat,M0413,100,200,NA,NA,0.0023666666666666662
Ezcurra_et_al_2016,PE16 Camichan Upper Mudflat,M0412,0,100,NA,NA,0.011030000000000002
Ezcurra_et_al_2016,PE16 Camichan Upper Mudflat,M0412,100,200,1.3766666666666665,NA,0.0059499999999999996
Ezcurra_et_al_2016,PE16 El Merito Mudflat Core 2,M0419,0,100,NA,NA,0.07791199999999998
Ezcurra_et_al_2016,PE16 El Merito Mudflat Core 2,M0419,100,200,0.44748662664567984,NA,0.1142
Ezcurra_et_al_2016,PE16 El Merito Mudflat Core 2,M0419,200,300,NA,NA,0.08067619047619043
Ezcurra_et_al_2016,PE16 La Concepcion Fringe,M0415,0,100,NA,NA,0.0237605
Ezcurra_et_al_2016,PE16 La Concepcion Fringe,M0415,100,200,NA,NA,0.02648176470588235
Ezcurra_et_al_2016,PE16 La Concepcion Mudflat 1,M0414,0,100,NA,NA,0.22448750000000003
Ezcurra_et_al_2016,PE16 La Concepcion Mudflat 1,M0414,100,200,NA,NA,0.073348
Ezcurra_et_al_2016,PE16 La Concepcion Mudflat 1,M0414,200,300,NA,NA,0.04718499999999999
Ezcurra_et_al_2016,PE16 La Concepcion Mudflat 2,M0417,0,100,NA,NA,0.1714515
Ezcurra_et_al_2016,PE16 La Concepcion Mudflat 2,M0417,100,200,NA,NA,0.024457272727272727
Ezcurra_et_al_2016,PE16 La Salina Receding/Dead,M0404,0,100,NA,NA,0.026390899999999995
Ezcurra_et_al_2016,PE16 La Salina Receding/Dead,M0404,100,200,NA,NA,0.0025700000000000002
Ezcurra_et_al_2016,PE16 Las Garzas Mudflat,M0416,0,100,1.1487142857142856,NA,0.023092857142857144
Ezcurra_et_al_2016,PE16 Las Garzas Mudflat,M0416,100,200,1.382421052631579,NA,0.0027052631578947366
Ezcurra_et_al_2016,PE16 Las Garzas Mudflat,M0416,200,300,NA,NA,0.05695153846153843
Ezcurra_et_al_2016,PE16 Norte Fringe,M0408,0,100,NA,NA,0.10732327868852458
Ezcurra_et_al_2016,PE16 Norte Mudflat,M0409,0,100,0.54267,NA,0.14220380000000002
Ezcurra_et_al_2016,PE16 Norte Mudflat,M0409,100,200,0.588542325242855,NA,0.08970916666666667
Ezcurra_et_al_2016,PE16 Norte Upper Mudflat,M0410,0,100,1.09159,NA,0.0401094
Ezcurra_et_al_2016,PE16 Norte Upper Mudflat,M0410,100,200,NA,NA,0.0731485
Ezcurra_et_al_2016,PE16 Norte Upper Mudflat,M0410,200,300,NA,NA,0.08086
Ezcurra_et_al_2016,PE16 Punta Cancun Fringe,M0400,0,100,NA,NA,0.0391765
Ezcurra_et_al_2016,PE16 Punta Cancun Fringe,M0400,100,200,NA,NA,0.0027800000000000004
Ezcurra_et_al_2016,PE16 Punta Cancun Mudflat,M0401,0,100,NA,NA,0.0061985
Ezcurra_et_al_2016,PE16 San Gabriel Mudflat Core 2,M0428,0,100,NA,NA,0.077867
Ezcurra_et_al_2016,PE16 San Gabriel Mudflat Core 2,M0428,100,200,NA,NA,0.07878421052631579
Ezcurra_et_al_2016,PE16 Sur Mudflat,M0405,0,100,1.293864428504739,NA,0.007712
Ezcurra_et_al_2016,PE16 Sur Mudflat,M0405,100,200,NA,NA,0.0388994
Ezcurra_et_al_2016,PE16 Sur Upper Mudflat,M0406,0,100,NA,NA,0.0228157
Ezcurra_et_al_2016,PE16 Sur Upper Mudflat,M0406,100,200,NA,NA,0.036173399999999994
Ezcurra_et_al_2016,PE16 Sur Upper Mudflat,M0406,200,300,NA,NA,0.033421538461538405
Frusher_et_al_1994,SDF94 1,M1327,0,100,0.9755764611319834,0.032,NA
Fujimoto_et_al_1999,KF99 B1,M0530,0,100,0.215,NA,0.297
Fujimoto_et_al_1999,KF99 B1,M0530,100,200,0.22005,NA,0.22766999999999998
Fujimoto_et_al_1999,KF99 B1,M0530,200,300,0.1613,NA,0.186374
Fujimoto_et_al_1999,KF99 B1,M0530,300,400,0.3327692307692308,NA,0.15713076923076924
Fujimoto_et_al_1999,KF99 B2,M0531,0,100,0.19140000000000001,NA,0.28317
Fujimoto_et_al_1999,KF99 B2,M0531,100,200,0.2851,NA,0.23373
Fujimoto_et_al_1999,KF99 B2,M0531,200,300,0.28740000000000004,NA,0.21554
Fujimoto_et_al_1999,KF99 B2,M0531,300,400,0.308,NA,0.20259999999999997
Fujimoto_et_al_1999,KF99 P1,M0532,0,100,0.19735,NA,0.35238499999999995
Fujimoto_et_al_1999,KF99 P1,M0532,100,200,0.185,NA,0.36489999999999995
Giani_et_al_1996,LG96 1.2,M0706,0,100,NA,NA,0.027699999999999995
Gonneea_et_al_2004,MEG04 6CEL10_2001,M1511,0,100,NA,NA,0.06656935483870968
Gonneea_et_al_2004,MEG04 6CEL12_2000,M1509,0,100,NA,NA,0.014949999999999998
He_et_al_2002,BH02 Site 2,M0453,0,100,NA,0.052324999999999997,NA
Jones_et_al_2016,Jones_16_AAB1,M0978,0,100,0.7098599999999999,0.07420905,NA
Jones_et_al_2016,Jones_16_AAB1,M0978,100,200,0.5997,0.052447,NA
Jones_et_al_2016,Jones_16_AAB10,M0987,0,100,NA,0.119623,NA
Jones_et_al_2016,Jones_16_AAB11,M0988,0,100,0.59571,0.08376199999999999,NA
Jones_et_al_2016,Jones_16_AAB11,M0988,100,200,0.5411,0.0774,NA
Jones_et_al_2016,Jones_16_AAB12,M0989,0,100,NA,0.14571204999999998,NA
Jones_et_al_2016,Jones_16_AAB13,M0990,0,100,0.514755,0.1355466,NA
Jones_et_al_2016,Jones_16_AAB13,M0990,100,200,0.5884,0.10683400000000001,NA
Jones_et_al_2016,Jones_16_AAB14,M0991,0,100,0.72049,0.08305465000000001,NA
Jones_et_al_2016,Jones_16_AAB14,M0991,100,200,0.5553,0.107747,NA
Jones_et_al_2016,Jones_16_AAB15,M0992,0,100,1.013385,0.038197350000000005,NA
Jones_et_al_2016,Jones_16_AAB15,M0992,100,200,1.0493,0.042824,NA
Jones_et_al_2016,Jones_16_AAB16,M0993,0,100,0.749775,0.08364665,NA
Jones_et_al_2016,Jones_16_AAB16,M0993,100,200,0.9833,0.035974,NA
Jones_et_al_2016,Jones_16_AAB17,M0994,0,100,NA,0.09767469999999999,NA
Jones_et_al_2016,Jones_16_AAB18,M0995,0,100,NA,0.09509765,NA
Jones_et_al_2016,Jones_16_AAB18,M0995,100,200,0.543,0.07277499999999999,NA
Jones_et_al_2016,Jones_16_AAB19,M0996,0,100,NA,0.09954879999999999,NA
Jones_et_al_2016,Jones_16_AAB2,M0979,0,100,NA,0.049917100000000006,NA
Jones_et_al_2016,Jones_16_AAB2,M0979,100,200,0.9633,0.021324999999999997,NA
Jones_et_al_2016,Jones_16_AAB20,M0997,0,100,0.489835,0.11497225,NA
Jones_et_al_2016,Jones_16_AAB21,M0998,0,100,0.7289,0.07204999999999999,NA
Jones_et_al_2016,Jones_16_AAB22,M0999,0,100,0.58041,0.0842939,NA
Jones_et_al_2016,Jones_16_AAB23,M1000,0,100,0.8555,0.0572296,NA
Jones_et_al_2016,Jones_16_AAB23,M1000,100,200,0.8735,0.06779,NA
Jones_et_al_2016,Jones_16_AAB24,M1001,0,100,NA,0.0872375,NA
Jones_et_al_2016,Jones_16_AAB24,M1001,100,200,0.805,0.08685000000000001,NA
