depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-59	-62	-62
2	-62	-54	-59	-58
3	-60	-49	-55	-55
4	-58	-43	-52	-51
5	-55	-37	-48	-47
6	-53	-31	-44	-44
7	-50	-25	-40	-39
8	-47	-18	-36	-35
9	-45	-11	-31	-30
10	-42	-3	-27	-26
11	-39	3	-22	-21
12	-37	9	-18	-17
13	-34	16	-14	-12
14	-31	23	-9	-8
15	-28	29	-4	-3
16	-25	36	0	2
17	-21	42	5	7
18	-18	49	10	12
19	-15	55	16	17
20	-12	62	21	22
21	-9	68	26	27
22	-6	75	31	32
23	-4	81	36	37
24	-1	88	40	42
25	2	93	45	46
26	4	99	50	51
27	7	105	55	56
28	9	112	60	61
29	12	117	65	65
30	14	124	70	70
31	17	129	75	75
32	19	136	80	79
33	21	142	85	84
34	23	148	89	89
35	25	153	94	94
36	28	160	99	98
37	30	165	104	103
38	32	171	109	108
39	34	177	114	112
40	36	184	118	117
41	38	190	123	122
42	39	195	128	126
43	41	202	132	131
44	43	210	137	136
