labID,age,error,depth,cc
surface,-55,1,0,0
C14_1,140,30,49,1
C14_2,215,35,51,1
C14_3,1610,40,241,1
C14_4,2530,40,351,1
C14_5,3140,35,447.0000000000001,1
C14_6,4040,40,551,1
C14_7,4435,35,595.0000000000001,1
C14_8,4470,35,597,1
C14_9,4710,35,607,1
C14_10,4070,35,651,1
C14_11,4160,35,671.0000000000001,1
C14_12,4490,60,681,1
C14_13,4510,35,685,1
C14_14,4340,40,709,1
C14_15,4195,30,709,1
C14_16,4145,35,709,1
