depth	min	max	median	mean
0	-59	-59	-59	-59
1	-58	-57	-58	-58
2	-57	-55	-56	-56
3	-55	-51	-54	-54
4	-54	-46	-52	-52
5	-52	-43	-50	-49
6	-50	-40	-47	-47
7	-47	-37	-44	-44
8	-45	-32	-41	-40
9	-42	-26	-36	-36
10	-38	-20	-32	-31
11	-34	-16	-27	-26
12	-31	-9	-22	-21
13	-26	2	-15	-14
14	-22	14	-8	-7
15	-17	19	-2	-2
16	-13	27	3	4
17	-10	36	9	10
18	-7	46	14	15
19	-3	52	19	21
20	0	60	24	26
21	4	67	30	31
22	7	76	35	36
23	10	82	40	42
24	14	90	45	47
25	17	96	50	52
26	20	103	55	57
27	24	109	60	62
28	28	115	65	67
29	33	121	70	72
30	36	128	76	77
31	40	134	81	83
32	44	141	86	88
33	48	148	91	93
34	52	154	96	98
35	56	161	101	103
36	60	167	106	108
37	64	172	112	113
38	68	179	117	118
39	72	184	122	123
40	74	192	127	128
41	78	198	132	133
42	82	203	137	138
43	86	210	142	143
44	90	216	147	148
45	94	222	152	153
46	97	229	156	158
