labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.26,162.000000324,18.500000037,2
2,4,0.26,112.500000225,13.833333361,2
3,6,0.26,124.333333582,15.00000003,2
4,10,0.26,146.66666696,17.500000035,2
5,14,0.26,159.666666986,19.166666704999997,2
6,18,0.33,218.833333771,24.500000049,2
7,22,0.31,216.000000432,26.166666719,2
8,28,0.28,44.000000088,6.333333346,2
9,34,0.25,103.833333541,12.833333359,2
10,40,0.22,86.33333350599999,11.66666669,2
11,62,0.198,21.833333377,7.166666681,2
13,100,0.19,12.333333358,9.666666686,2
