depth	min	max	median	mean
0	-66	-66	-66	-66
1	-66	-65	-66	-66
2	-65	-65	-65	-65
3	-65	-64	-64	-64
4	-63	-63	-63	-63
5	-62	-61	-62	-62
6	-61	-59	-60	-60
7	-59	-58	-58	-58
8	-58	-56	-57	-57
9	-56	-55	-55	-55
10	-55	-53	-54	-54
11	-53	-51	-52	-52
12	-51	-49	-50	-50
13	-49	-46	-48	-48
14	-47	-44	-46	-46
15	-46	-43	-45	-45
16	-45	-42	-44	-44
17	-45	-41	-43	-43
18	-44	-40	-42	-42
19	-42	-39	-41	-41
20	-42	-38	-40	-40
21	-41	-37	-39	-39
22	-41	-36	-39	-39
23	-40	-35	-38	-38
24	-39	-35	-37	-37
25	-38	-34	-36	-36
26	-38	-33	-35	-35
27	-37	-32	-34	-34
28	-35	-30	-33	-33
29	-35	-29	-32	-32
30	-34	-28	-32	-32
31	-33	-28	-31	-31
32	-33	-27	-30	-30
33	-32	-25	-29	-29
34	-30	-24	-27	-27
35	-29	-23	-26	-26
36	-28	-21	-25	-25
37	-27	-19	-24	-23
38	-25	-17	-22	-22
39	-23	-15	-20	-19
40	-21	-12	-18	-17
41	-20	-10	-16	-16
42	-18	-8	-14	-14
43	-17	-6	-13	-12
44	-15	-4	-11	-10
45	-13	0	-8	-7
46	-11	2	-6	-6
47	-9	6	-3	-3
48	-6	10	0	1
49	-2	17	5	6
50	3	25	11	12
51	7	32	16	17
52	13	43	24	25
53	20	54	33	34
54	29	65	44	45
55	36	73	50	52
56	42	81	58	59
57	49	90	67	68
58	54	101	76	77
59	58	108	81	82
60	60	114	85	86
61	63	120	89	90
62	66	126	94	94
63	69	132	98	99
64	73	138	103	103
