depth	min	max	median	mean
0	-66	-66	-66	-66
1	-60	-55	-57	-57
2	-51	-42	-47	-47
3	-39	-25	-32	-32
4	-30	-11	-21	-21
5	-21	3	-10	-9
6	-12	20	2	3
7	-4	37	14	15
8	1	46	21	21
9	5	53	26	27
10	8	60	31	32
11	11	66	36	37
12	15	73	40	41
13	18	79	45	46
14	21	85	49	50
15	24	90	54	55
16	27	96	58	59
17	30	101	63	64
18	33	107	67	68
19	37	113	72	73
20	40	119	76	77
21	44	125	81	82
22	48	130	86	87
23	52	137	91	92
24	56	142	96	97
25	61	149	101	102
26	66	154	106	107
27	70	160	111	112
28	74	166	116	117
29	78	173	121	122
30	82	180	126	127
