depth	min	max	median	mean
0	-68	-68	-68	-68
1	-65	-64	-65	-65
2	-62	-60	-61	-61
3	-57	-55	-56	-56
4	-53	-49	-51	-51
5	-46	-42	-44	-44
6	-40	-34	-37	-37
7	-35	-28	-32	-32
8	-31	-22	-26	-26
9	-27	-18	-23	-23
10	-24	-14	-19	-19
11	-20	-9	-15	-15
12	-17	-4	-10	-10
13	-13	2	-6	-6
14	-10	7	-2	-2
15	-6	15	4	4
16	-1	23	10	11
17	2	30	15	15
18	5	37	19	20
19	8	45	25	25
20	11	54	30	31
21	15	64	37	37
22	19	74	43	44
23	22	81	48	49
24	25	89	52	54
25	28	96	57	59
26	31	104	62	64
27	34	111	67	69
28	38	119	72	73
29	41	125	77	78
30	45	131	82	83
31	48	138	87	88
32	52	145	92	93
33	56	151	97	98
34	59	159	102	103
35	62	166	107	108
36	66	174	111	113
