depth	min	max	median	mean
0	-57	-57	-57	-57
1	-53	-52	-52	-52
2	-49	-46	-48	-48
3	-45	-42	-44	-44
4	-42	-37	-39	-39
5	-37	-32	-35	-35
6	-33	-27	-30	-30
7	-29	-23	-26	-26
8	-25	-18	-21	-21
9	-20	-12	-16	-16
10	-15	-7	-11	-11
11	-10	-2	-6	-6
12	-6	3	-1	-1
13	-1	8	4	4
14	4	14	9	9
15	8	19	14	14
16	13	25	19	19
17	17	30	24	24
18	22	36	29	29
19	26	42	34	34
20	30	47	39	39
21	35	53	44	44
22	39	59	49	49
23	43	66	54	54
24	47	72	59	59
25	51	78	64	64
26	55	85	69	70
27	59	92	75	75
28	63	99	80	80
29	66	106	85	85
30	70	113	90	91
31	73	120	95	96
32	76	126	101	101
33	80	133	106	106
34	83	140	111	111
35	86	146	116	116
36	89	152	121	121
37	92	159	126	126
38	95	165	131	131
39	98	171	135	136
40	100	178	140	140
41	103	184	145	145
42	106	191	150	150
43	108	198	155	155
44	111	205	159	160
45	113	212	164	164
46	115	219	169	169
47	117	227	173	174
48	118	234	178	178
49	120	243	182	183
50	122	252	187	188
