depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-62	-63	-63
2	-62	-57	-60	-60
3	-59	-53	-56	-56
4	-57	-49	-53	-53
5	-55	-45	-50	-50
6	-53	-40	-47	-47
7	-51	-36	-44	-44
8	-49	-32	-41	-41
9	-47	-28	-38	-38
10	-45	-24	-36	-35
11	-44	-20	-33	-32
12	-42	-16	-30	-30
13	-40	-11	-27	-26
14	-39	-6	-24	-23
15	-37	-1	-21	-20
16	-35	4	-18	-17
17	-34	8	-15	-14
18	-32	14	-12	-11
19	-30	18	-8	-8
20	-29	24	-5	-5
21	-28	30	-2	-1
22	-26	36	1	2
23	-25	42	4	5
24	-24	48	7	8
25	-22	54	10	12
26	-21	60	13	15
27	-20	66	16	18
28	-19	73	19	22
29	-18	79	23	25
30	-17	86	26	28
31	-16	92	29	31
32	-15	99	32	35
33	-14	105	35	38
34	-13	113	38	41
35	-12	120	40	45
36	-12	129	43	48
