depth	min	max	median	mean
0	-65	-65	-65	-65
1	-61	-60	-60	-60
2	-57	-54	-56	-56
3	-54	-50	-52	-52
4	-51	-46	-48	-48
5	-48	-42	-45	-45
6	-45	-39	-42	-42
7	-43	-36	-40	-40
8	-41	-33	-37	-37
9	-38	-30	-35	-35
10	-36	-28	-32	-32
11	-34	-24	-29	-29
12	-31	-20	-26	-26
13	-29	-17	-24	-24
14	-27	-14	-21	-21
15	-25	-11	-19	-19
16	-23	-8	-16	-16
17	-21	-5	-14	-14
18	-20	-3	-12	-12
19	-18	0	-10	-10
20	-16	3	-8	-7
21	-14	7	-5	-5
22	-13	11	-3	-2
23	-11	16	0	1
24	-9	21	3	4
25	-8	28	6	7
26	-6	34	9	10
27	-5	40	12	13
28	-4	45	14	16
29	-3	52	16	18
30	-2	58	19	21
