depth	min	max	median	mean
0	-61	-61	-61	-61
1	-60	-59	-59	-59
2	-59	-57	-58	-58
3	-57	-53	-55	-55
4	-55	-48	-53	-52
5	-52	-43	-49	-48
6	-49	-38	-45	-44
7	-44	-34	-40	-40
8	-42	-28	-36	-36
9	-39	-23	-32	-32
10	-35	-18	-28	-28
11	-31	-15	-24	-24
12	-28	-10	-20	-20
13	-24	-3	-15	-15
14	-21	3	-10	-10
15	-16	9	-4	-4
16	-12	17	1	2
17	-7	31	9	10
18	-2	46	17	18
19	3	53	24	25
20	7	62	30	31
21	10	70	35	36
22	13	78	40	42
23	17	85	45	47
24	20	94	51	52
25	24	99	56	57
26	26	108	61	63
27	30	114	66	68
28	33	121	71	73
29	36	129	76	77
30	39	135	80	82
31	43	141	85	87
32	46	147	90	92
33	50	153	95	97
34	54	160	100	102
35	58	166	105	107
36	61	173	110	112
37	65	179	116	117
38	68	186	121	122
