depth	min	max	median	mean
0	-66	-66	-66	-66
1	-64	-63	-63	-63
2	-61	-59	-60	-60
3	-59	-56	-57	-57
4	-56	-53	-55	-55
5	-54	-49	-52	-52
6	-51	-46	-49	-49
7	-49	-43	-46	-46
8	-47	-39	-43	-43
9	-44	-36	-40	-40
10	-42	-32	-38	-37
11	-39	-29	-35	-35
12	-37	-25	-32	-32
13	-35	-22	-29	-29
14	-32	-18	-26	-26
15	-30	-14	-24	-23
16	-28	-10	-21	-20
17	-25	-7	-18	-18
18	-23	-3	-15	-15
19	-21	1	-13	-12
20	-19	5	-10	-9
21	-16	9	-7	-6
22	-14	13	-5	-4
23	-12	17	-2	-1
24	-10	21	1	2
25	-8	24	3	5
26	-6	28	6	7
27	-3	32	9	10
28	-1	36	11	13
29	1	40	14	15
30	3	44	17	18
31	5	48	19	21
32	7	52	22	23
33	9	55	24	26
34	11	59	27	29
35	13	63	29	31
36	15	67	32	34
37	17	71	34	36
38	19	75	37	39
39	21	79	39	42
40	23	83	42	44
41	24	87	44	47
42	26	91	47	49
43	28	95	49	52
44	30	98	52	54
45	32	102	54	57
46	34	106	57	59
47	35	110	59	62
48	37	114	61	64
49	39	118	64	67
50	40	122	66	69
51	42	125	68	72
52	44	129	71	74
53	45	132	73	76
54	47	136	75	79
55	48	140	78	81
56	50	144	80	83
57	51	147	82	86
58	53	151	84	88
59	54	155	87	90
60	56	158	89	93
61	57	162	91	95
62	59	166	93	97
63	60	169	95	99
64	62	173	97	102
65	63	176	100	104
66	64	180	102	106
67	66	183	104	108
68	67	187	106	110
69	68	190	108	112
70	70	194	110	115
71	71	197	112	117
72	72	201	114	119
73	73	204	116	121
74	74	207	118	123
75	75	211	120	125
76	76	214	122	127
77	77	217	124	129
78	78	220	126	131
79	79	223	128	133
80	80	227	130	135
81	81	229	132	137
82	82	232	133	139
83	83	235	135	141
84	84	238	137	142
85	85	241	139	144
86	85	244	140	146
87	86	246	142	148
88	87	249	144	150
89	87	252	146	151
90	88	254	148	153
91	88	256	149	155
92	89	259	151	156
93	90	261	153	158
94	90	263	154	159
95	91	265	156	161
96	91	267	158	163
97	92	269	159	164
