labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.14,216.3833337661,7.6000000152,2
2,4,0.32,142.9500002859,6.6000000132,2
3,6,0.38,110.68333355469998,5.2833333439,2
4,8,0.24,159.30000031859998,6.466666679599999,2
5,10,0.19,156.26666697919998,5.6000000112,2
6,12,0.15,171.50000034299998,7.5833333485,2
7,14,0.13,214.3500004287,8.6000000172,2
8,16,0.13,215.1833337637,9.1166666849,2
9,18,0.14,205.0666670768,8.700000017399999,2
10,20,0.14,195.3000003906,8.4666666836,2
11,22,0.13,165.9333336652,7.7833333489,2
12,24,0.14,173.61666701389998,8.1000000162,2
13,26,0.17,120.4333335742,7.9666666826,2
14,28,0.15,158.78333365089998,8.416666683499999,2
15,30,0.14,147.05000029410002,7.2166666811,2
16,32,0.14,121.0666669088,6.2833333459,2
17,34,0.14,138.15000027629998,9.000000018,2
18,36,0.16,120.2500002405,7.7166666821,2
19,38,0.14,104.2333335418,6.800000013599999,2
20,40,0.14,109.2333335518,7.266666681199999,2
21,42,0.17,99.2333335318,7.550000015099999,2
22,44,0.14,97.4000001948,6.983333347299999,2
23,46,0.12,87.6833335087,7.3500000147,2
24,48,0.1,86.56666683979999,8.016666682699999,2
