depth	min	max	median	mean
0	-60	-60	-60	-60
1	-58	-56	-58	-58
2	-57	-52	-55	-55
3	-55	-48	-52	-52
4	-54	-42	-50	-49
5	-51	-38	-47	-46
6	-49	-33	-43	-43
7	-47	-29	-40	-40
8	-45	-24	-37	-36
9	-43	-20	-35	-34
10	-41	-16	-32	-31
11	-38	-11	-28	-27
12	-35	-6	-24	-23
13	-30	1	-17	-16
14	-25	12	-10	-9
15	-21	17	-5	-4
16	-18	25	0	1
17	-14	34	6	7
18	-11	44	12	13
19	-7	51	17	18
20	-4	59	22	23
21	-1	65	26	28
22	2	72	30	32
23	5	79	35	37
24	8	85	40	42
25	11	91	45	46
26	14	98	50	51
27	18	104	55	56
28	20	111	59	61
29	23	117	64	66
30	26	123	69	71
31	29	128	74	75
32	33	135	79	80
33	38	141	84	85
34	42	147	89	91
35	45	153	94	96
36	49	159	99	101
37	54	165	104	106
38	58	171	109	111
39	62	177	114	116
40	65	183	119	121
41	70	189	124	126
42	74	195	129	131
43	78	200	135	136
44	81	206	139	141
45	85	211	144	146
46	89	218	149	151
47	93	225	154	156
48	97	231	159	161
49	100	237	165	166
50	103	245	169	170
