depth	min	max	median	mean
0	-63	-63	-63	-63
1	-62	-57	-60	-60
2	-61	-52	-58	-58
3	-61	-50	-56	-56
4	-60	-47	-54	-54
5	-59	-44	-53	-53
6	-58	-40	-51	-51
7	-58	-38	-49	-49
8	-57	-35	-48	-48
9	-56	-33	-46	-46
10	-55	-29	-44	-44
11	-55	-26	-42	-42
12	-54	-22	-40	-40
13	-53	-18	-38	-38
14	-53	-14	-36	-36
15	-52	-10	-33	-34
16	-51	-6	-31	-31
17	-50	-3	-28	-29
18	-50	1	-26	-27
19	-49	5	-23	-25
20	-48	9	-21	-22
21	-48	14	-18	-20
22	-47	19	-15	-17
23	-46	24	-12	-14
24	-46	28	-9	-12
25	-45	34	-6	-9
26	-44	40	-2	-6
27	-44	45	1	-3
28	-43	51	4	0
29	-43	55	8	3
30	-42	60	11	6
31	-41	65	15	9
32	-41	71	19	12
33	-40	75	23	15
34	-40	81	26	18
35	-39	86	31	22
36	-38	92	35	25
37	-38	97	40	28
38	-37	102	44	32
39	-37	108	50	36
40	-36	114	54	39
41	-36	119	59	43
42	-35	124	64	46
43	-35	129	68	49
44	-34	134	72	53
45	-34	138	77	56
46	-33	143	81	59
47	-33	148	86	62
48	-32	153	90	66
49	-32	158	95	69
50	-31	163	99	72
51	-31	167	103	75
52	-30	172	108	79
53	-30	176	112	82
54	-29	181	117	85
55	-29	186	121	88
56	-29	192	125	91
57	-28	196	130	95
58	-28	200	134	98
59	-27	204	139	101
60	-27	208	143	104
61	-27	213	148	107
62	-26	218	153	111
63	-26	222	157	114
64	-26	226	162	117
65	-25	230	166	120
66	-25	234	171	123
67	-25	238	175	126
68	-24	243	180	130
69	-24	247	184	133
70	-24	252	188	136
