depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-64	-65	-65
2	-65	-62	-64	-64
3	-64	-59	-63	-62
4	-64	-57	-62	-61
5	-63	-54	-61	-60
6	-63	-51	-59	-59
7	-62	-48	-58	-58
8	-61	-46	-57	-56
9	-61	-43	-56	-55
10	-60	-41	-55	-54
11	-60	-38	-54	-53
12	-59	-35	-53	-52
13	-59	-32	-52	-51
14	-58	-30	-51	-50
15	-58	-27	-50	-48
16	-57	-23	-49	-47
17	-57	-20	-48	-46
18	-56	-17	-47	-45
19	-56	-13	-46	-44
20	-55	-10	-45	-42
21	-55	-5	-44	-41
22	-54	0	-43	-40
23	-54	3	-42	-39
24	-53	7	-41	-37
25	-53	11	-40	-36
26	-52	15	-39	-35
27	-52	20	-38	-34
28	-51	24	-37	-32
29	-51	30	-37	-31
30	-50	37	-36	-30
31	-50	41	-35	-29
32	-49	46	-34	-27
33	-49	52	-33	-26
34	-49	58	-32	-25
35	-48	63	-31	-23
36	-48	69	-30	-22
37	-47	75	-29	-20
38	-47	80	-28	-19
39	-46	85	-28	-18
40	-46	91	-27	-16
41	-46	96	-26	-15
42	-45	101	-25	-14
43	-45	106	-24	-13
44	-45	111	-23	-11
45	-44	116	-23	-10
46	-44	121	-22	-9
47	-44	125	-21	-8
48	-43	131	-20	-6
49	-43	136	-20	-5
50	-43	140	-19	-4
51	-42	145	-18	-3
52	-42	150	-17	-2
53	-42	157	-17	0
54	-41	162	-16	1
55	-41	167	-15	2
56	-41	172	-14	3
57	-41	178	-14	4
58	-40	184	-13	5
59	-40	189	-12	7
60	-40	195	-11	8
61	-40	201	-11	9
62	-39	206	-10	10
