depth	min	max	median	mean
0	-59	-59	-59	-59
1	-55	-55	-55	-55
2	-52	-50	-51	-51
3	-46	-45	-46	-46
4	-41	-39	-40	-40
5	-34	-31	-33	-33
6	-27	-23	-26	-25
7	-25	-21	-23	-23
8	-22	-18	-20	-20
9	-20	-16	-18	-18
10	-18	-13	-16	-16
11	-17	-11	-14	-14
12	-15	-9	-12	-12
13	-14	-8	-11	-11
14	-12	-6	-9	-9
15	-8	0	-4	-4
16	-3	6	1	1
17	4	16	9	10
18	11	26	18	18
19	16	33	23	24
20	20	39	29	29
21	23	44	33	33
22	26	49	37	37
23	28	51	39	39
24	29	54	41	41
25	33	60	47	47
26	38	68	53	53
27	41	75	60	60
28	45	83	66	66
29	49	93	75	74
30	53	104	84	83
31	57	124	98	96
32	61	147	111	110
33	62	153	116	114
34	63	162	120	118
35	64	167	124	122
36	65	174	128	126
37	66	180	132	129
38	66	186	135	133
39	68	191	139	136
40	69	197	143	140
41	71	202	147	144
42	72	207	150	147
43	81	213	156	153
44	88	220	161	159
45	93	225	166	164
46	97	232	171	169
