labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.36,291.36526959,41.22,2,40.71,18.56081067330844
2,3,0.45,272.67526959,40.32,1,50.65,23.092730547852433
3,4,0.47,263.23526959000003,39.64,1,46.64,21.264461061240624
4,5,0.47,208.83526959,35.76,1,51.23,23.357168528459628
5,6,0.46,234.84526959,35.1,1,46.49,21.19607192832497
6,7,0.45,183.85526959,35.06,1,37.95,17.302450627660413
7,8,0.47,148.22526959,31.33,1,36.38,16.586644369809903
8,9,0.46,121.53526959,24.71,1,24.96,11.379951717164792
9,10,0.47,91.81526959,26.86,1,28.29,12.898190467892308
10,11,0.5,39.02526959,26.49,1,28.43,12.962020325280251
11,12,0.47,63.17526959,29.5,1,37.03,16.88299727911107
12,13,0.5,52.38526959000001,25.02,1,23.53,10.727975316702228
13,14,0.48,72.55526959,28.84,1,28.67,13.071442937945298
14,15,0.48,30.835269590000003,20.37,1,27.9,12.720378722311606
15,16,0.54,52.445269589999995,22.32,1,27.57,12.56992262989717
16,17,0.54,45.38526959,17.37,1,25.39,11.576000564856336
17,18,0.58,51.17526959,20.74,1,22.91,10.445300233984192
