depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-63	-64	-64
2	-64	-59	-62	-62
3	-63	-56	-61	-60
4	-63	-56	-60	-60
5	-62	-55	-60	-59
6	-61	-54	-59	-58
7	-60	-52	-57	-57
8	-59	-50	-56	-56
9	-58	-48	-54	-54
10	-57	-47	-53	-53
11	-56	-45	-52	-51
12	-55	-43	-50	-50
13	-53	-42	-48	-48
14	-52	-40	-47	-46
15	-50	-38	-45	-45
16	-49	-35	-43	-43
17	-47	-33	-41	-41
18	-45	-31	-39	-39
19	-43	-29	-37	-37
20	-41	-27	-35	-35
21	-40	-25	-33	-33
22	-38	-21	-30	-30
23	-35	-18	-28	-27
24	-33	-16	-25	-25
25	-31	-14	-23	-23
26	-29	-12	-21	-21
27	-27	-10	-20	-19
28	-26	-7	-17	-17
29	-24	-5	-15	-15
30	-22	-3	-13	-13
31	-19	-1	-11	-11
32	-16	2	-9	-8
33	-13	6	-5	-5
34	-9	16	1	2
35	-2	27	10	11
36	5	43	21	22
37	12	55	31	32
38	16	63	37	38
39	21	70	42	43
